gene,log2FoldChange,padj
PA0094,0.810134171252941,0.0437351437703566
PA2101,-1.06824517989706,0.0437589348726449
PA1518,-1.02846993686499,0.0440617562761282
PA2360,-0.954572421134211,0.0444047772112848
PA2153,-1.01648521823648,0.0445952598147981
PA2664,-0.970362757480574,0.0462173641522141
PA3289,-0.801783241206415,0.0464610164496344
PA1254,1.33315537108786,0.048241997268664
PA1387,-0.862570456959818,0.0488376115825229
PA2033,-0.849224156171307,0.0494345957718455
PA2166,-1.19197777389955,0.0495713844125594
