	protein1	protein2	cost
102798	PA14_09200	PA14_70180	1.5
102800	PA14_09200	PA14_70180	1.0
102802	PA14_09200	PA14_53430	1.5
102804	PA14_09100	PA14_11560	1.5
102806	PA14_09100	PA14_11560	1.0
102808	PA14_08730	PA14_11560	1.0
102810	PA14_08730	PA14_11560	1.5
102812	PA14_09200	PA14_23260	1.5
102814	PA14_09200	PA14_23260	1.0
102816	PA14_08880	PA14_09200	1.0
102818	PA14_08880	PA14_09200	1.5
102820	PA14_09100	PA14_09200	1.5
102822	PA14_09100	PA14_09200	1.0
102825	PA14_09200	PA14_57220	1.5
102828	PA14_11560	PA14_62970	1.0
102830	PA14_11560	PA14_15890	1.5
102832	PA14_11560	PA14_15890	1.0
102834	PA14_11560	PA14_15890	1.0
102836	PA14_08720	PA14_11560	1.0
102838	PA14_09200	PA14_41220	1.0
102842	PA14_09100	PA14_09200	1.0
102844	PA14_09200	PA14_23260	1.0
102846	PA14_08880	PA14_09200	1.0
102847	PA14_09200	PA14_16000	1.0
102849	PA14_08900	PA14_09200	1.0
102851	PA14_09200	PA14_57220	1.0
102853	PA14_09200	PA14_53430	1.0
102854	PA14_29940	PA14_29940	1.0
102856	PA14_11560	PA14_15890	1.0
102858	PA14_11560	PA14_15890	1.0
102861	PA14_09200	PA14_54590	1.0
102863	PA14_16000	PA14_16860	1.0
102865	PA14_16860	PA14_16860	1.0
102867	PA14_41150	PA14_41150	1.0
102869	PA14_04580	PA14_05990	1.0
102871	PA14_04580	PA14_05990	1.5
102873	PA14_04580	PA14_19560	1.0
102875	PA14_04580	PA14_19560	1.5
102877	PA14_41150	PA14_52010	1.0
102879	PA14_41150	PA14_52010	1.0
102881	PA14_41150	PA14_52010	1.5
102884	PA14_08680	PA14_41160	1.0
102885	PA14_08830	PA14_41160	1.0
102887	PA14_19640	PA14_19640	1.0
102889	PA14_11720	PA14_14740	1.5
102891	PA14_11720	PA14_14740	1.0
102893	PA14_03430	PA14_19640	1.5
102895	PA14_11720	PA14_14740	1.0
102898	PA14_64140	PA14_66080	1.5
102900	PA14_64140	PA14_66080	1.0
102902	PA14_22990	PA14_67630	1.5
102904	PA14_22990	PA14_67630	1.0
102906	PA14_64140	PA14_66080	1.0
102909	PA14_62970	PA14_65380	1.0
102911	PA14_57390	PA14_61740	1.5
102913	PA14_57390	PA14_61740	1.0
102915	PA14_58560	PA14_62910	1.5
102917	PA14_57390	PA14_64580	1.0
102919	PA14_57390	PA14_64580	1.5
102921	PA14_57390	PA14_64580	1.0
102922	PA14_51830	PA14_58780	1.5
102923	PA14_47180	PA14_51830	1.5
102924	PA14_47180	PA14_51830	1.0
102925	PA14_51830	PA14_67040	1.5
102926	PA14_51830	PA14_67040	1.0
102927	PA14_51830	PA14_66270	1.5
102928	PA14_51830	PA14_66270	1.0
102929	PA14_51830	PA14_58090	1.0
102930	PA14_51830	PA14_58090	1.5
102932	PA14_69925	PA14_69925	1.0
102934	PA14_69925	PA14_69925	1.0
102936	PA14_49230	PA14_57010	1.5
102938	PA14_49230	PA14_57010	1.0
102940	PA14_14460	PA14_15310	1.5
102942	PA14_49230	PA14_57010	1.0
102943	PA14_15310	PA14_15310	1.0
102945	PA14_69925	PA14_69925	1.0
102947	PA14_69925	PA14_69925	1.0
102949	PA14_69925	PA14_69925	1.0
102951	PA14_16930	PA14_17180	1.5
102953	PA14_16930	PA14_17180	1.0
102955	PA14_16930	PA14_17180	1.0
102957	PA14_16930	PA14_16930	1.0
102959	PA14_16930	PA14_16930	1.0
102961	PA14_04390	PA14_57130	1.0
102963	PA14_08840	PA14_66790	1.5
102965	PA14_27180	PA14_39690	1.5
102967	PA14_27180	PA14_39690	1.0
102969	PA14_28910	PA14_39690	1.0
102971	PA14_28910	PA14_39690	1.5
102973	PA14_09020	PA14_66790	1.0
102975	PA14_57220	PA14_66790	1.0
102977	PA14_08840	PA14_66790	1.0
102979	PA14_28910	PA14_39690	1.0
102981	PA14_28910	PA14_39690	1.0
102983	PA14_28910	PA14_39690	1.0
102985	PA14_01930	PA14_01930	1.0
102987	PA14_01930	PA14_64190	1.5
102989	PA14_01930	PA14_64190	1.0
102991	PA14_01930	PA14_28720	1.5
102993	PA14_01930	PA14_28720	1.0
102994	PA14_30330	PA14_57530	1.5
102995	PA14_30330	PA14_57530	1.0
102996	PA14_30330	PA14_57530	1.0
102998	PA14_28690	PA14_28690	1.0
103000	PA14_23110	PA14_70470	1.0
103002	PA14_23110	PA14_70470	1.5
103003	PA14_70470	PA14_70470	1.0
103004	PA14_70470	PA14_70470	1.0
103005	PA14_70470	PA14_70470	1.0
103006	PA14_70470	PA14_70470	1.0
103008	PA14_23110	PA14_65150	1.0
103010	PA14_15970	PA14_23110	1.0
103012	PA14_00240	PA14_15970	1.0
103014	PA14_15970	PA14_47210	1.0
103016	PA14_15970	PA14_47210	1.5
103018	PA14_15970	PA14_17470	1.5
103020	PA14_15970	PA14_17470	1.0
103022	PA14_47180	PA14_65150	1.0
103024	PA14_47180	PA14_65150	1.5
103026	PA14_62160	PA14_65150	1.0
103028	PA14_62160	PA14_65150	1.5
103030	PA14_15970	PA14_60360	1.5
103032	PA14_15970	PA14_60360	1.0
103034	PA14_57330	PA14_65150	1.5
103036	PA14_57330	PA14_65150	1.0
103040	PA14_43950	PA14_65150	1.0
103042	PA14_43950	PA14_65150	1.5
103044	PA14_15970	PA14_22990	1.0
103046	PA14_15970	PA14_22990	1.5
103048	PA14_51770	PA14_65150	1.5
103050	PA14_51770	PA14_65150	1.0
103052	PA14_58090	PA14_65150	1.5
103054	PA14_58090	PA14_65150	1.0
103056	PA14_23110	PA14_65150	1.5
103058	PA14_15970	PA14_23110	1.5
103060	PA14_09090	PA14_65150	1.0
103062	PA14_15970	PA14_25580	1.0
103064	PA14_15970	PA14_30230	1.0
103066	PA14_15970	PA14_17180	1.0
103068	PA14_17050	PA14_65150	1.0
103070	PA14_15970	PA14_17050	1.0
103072	PA14_11690	PA14_65150	1.0
103074	PA14_15970	PA14_16220	1.0
103076	PA14_65150	PA14_73420	1.0
103078	PA14_28650	PA14_65150	1.0
103080	PA14_09090	PA14_65150	1.0
103082	PA14_43620	PA14_46970	1.0
103084	PA14_58780	PA14_65660	1.0
103086	PA14_58780	PA14_65660	1.5
103088	PA14_19950	PA14_65660	1.5
103090	PA14_19950	PA14_65660	1.0
103092	PA14_23330	PA14_65660	1.0
103094	PA14_23330	PA14_65660	1.5
103096	PA14_58780	PA14_65660	1.0
103098	PA14_19950	PA14_65660	1.0
103100	PA14_65660	PA14_65660	1.0
103102	PA14_61720	PA14_61720	1.0
103104	PA14_11080	PA14_44660	1.0
103106	PA14_08370	PA14_66920	1.5
103108	PA14_08370	PA14_66920	1.0
103110	PA14_69910	PA14_69910	1.0
103112	PA14_49110	PA14_49110	1.0
103115	PA14_11810	PA14_63020	1.0
103118	PA14_11810	PA14_63020	1.5
103121	PA14_30210	PA14_61790	1.0
103124	PA14_25160	PA14_25160	1.0
103126	PA14_17130	PA14_17130	0.5
103128	PA14_17130	PA14_17130	1.0
103130	PA14_17130	PA14_17130	1.0
103132	PA14_62960	PA14_70430	1.0
103133	PA14_16000	PA14_62960	1.0
103135	PA14_16220	PA14_62960	1.0
103137	PA14_66980	PA14_66980	1.0
103139	PA14_62860	PA14_62860	1.0
103140	PA14_32520	PA14_57020	1.5
103141	PA14_32520	PA14_57020	1.0
103143	PA14_00710	PA14_66670	1.0
103145	PA14_00710	PA14_66670	1.5
103148	PA14_23510	PA14_23510	1.0
103150	PA14_23510	PA14_23510	1.0
103151	PA14_17450	PA14_70940	1.0
103153	PA14_63060	PA14_63530	1.0
103155	PA14_63060	PA14_63060	1.0
103157	PA14_51710	PA14_61740	1.0
103159	PA14_51710	PA14_61740	1.0
103161	PA14_51710	PA14_61740	1.0
103163	PA14_09020	PA14_41250	1.0
103165	PA14_41250	PA14_42790	1.0
103167	PA14_17060	PA14_65420	1.0
103169	PA14_17060	PA14_69040	1.0
103171	PA14_41250	PA14_66270	1.5
103173	PA14_41250	PA14_66270	1.0
103177	PA14_41250	PA14_62580	1.0
103179	PA14_41250	PA14_62580	1.5
103183	PA14_14960	PA14_41250	1.0
103185	PA14_14960	PA14_41250	1.5
103186	PA14_41250	PA14_57020	1.5
103188	PA14_41250	PA14_42790	1.5
103190	PA14_17060	PA14_52010	1.0
103193	PA14_41250	PA14_41250	1.0
103195	PA14_41250	PA14_41250	1.0
103197	PA14_41250	PA14_41250	1.0
103199	PA14_41250	PA14_41250	1.0
103201	PA14_17060	PA14_27130	1.0
103203	PA14_57330	PA14_57330	1.0
103204	PA14_41250	PA14_57020	1.0
103206	PA14_17060	PA14_57330	1.0
103208	PA14_16860	PA14_17060	1.0
103210	PA14_17060	PA14_61660	1.0
103212	PA14_17060	PA14_55670	1.0
103214	PA14_08860	PA14_17060	1.0
103216	PA14_41250	PA14_46920	1.0
103219	PA14_41250	PA14_41250	1.0
103221	PA14_25660	PA14_25660	1.0
103223	PA14_41250	PA14_41250	1.0
103225	PA14_11380	PA14_11380	1.0
103227	PA14_51440	PA14_66310	1.0
103229	PA14_11380	PA14_11380	1.0
103231	PA14_11380	PA14_11380	1.0
103233	PA14_28910	PA14_49380	1.0
103235	PA14_60210	PA14_60445	1.0
103237	PA14_60210	PA14_60445	1.5
103239	PA14_54370	PA14_54370	1.0
103241	PA14_54370	PA14_54370	1.0
103243	PA14_23330	PA14_63710	1.5
103245	PA14_23330	PA14_63710	1.0
103247	PA14_08810	PA14_54370	1.0
103249	PA14_54370	PA14_54370	1.0
103251	PA14_54370	PA14_54370	1.0
103255	PA14_52850	PA14_52850	1.0
103258	PA14_08680	PA14_53480	1.0
103259	PA14_08830	PA14_53480	1.0
103261	PA14_16930	PA14_34970	1.0
103263	PA14_16930	PA14_34970	1.5
103265	PA14_16930	PA14_34970	1.0
103267	PA14_16930	PA14_34970	1.0
103269	PA14_16930	PA14_34970	1.0
103271	PA14_12390	PA14_12390	1.0
103273	PA14_09050	PA14_57300	1.0
103275	PA14_35340	PA14_58090	1.5
103277	PA14_35340	PA14_58090	1.0
103278	PA14_41870	PA14_41870	1.0
103279	PA14_41870	PA14_41870	1.0
103281	PA14_08970	PA14_66670	1.5
103283	PA14_08970	PA14_66670	1.0
103285	PA14_08970	PA14_66670	1.0
103287	PA14_08840	PA14_66670	1.0
103289	PA14_08840	PA14_66670	1.5
103291	PA14_46970	PA14_66670	1.0
103293	PA14_46970	PA14_66670	1.5
103295	PA14_60190	PA14_66670	1.5
103297	PA14_60190	PA14_66670	1.0
103299	PA14_08920	PA14_66670	1.5
103301	PA14_08920	PA14_66670	1.0
103303	PA14_36840	PA14_36840	1.0
103305	PA14_08780	PA14_69010	1.5
103307	PA14_08780	PA14_69010	1.0
103311	PA14_08780	PA14_69010	1.0
103313	PA14_57010	PA14_60330	1.0
103315	PA14_57010	PA14_60330	1.5
103317	PA14_57010	PA14_60330	1.0
103318	PA14_16000	PA14_60350	1.0
103320	PA14_08900	PA14_65190	1.0
103321	PA14_65190	PA14_65190	1.0
103326	PA14_63710	PA14_73230	1.0
103327	PA14_63710	PA14_73230	1.5
103330	PA14_08680	PA14_62970	1.0
103331	PA14_08830	PA14_62970	1.0
103334	PA14_08680	PA14_62970	1.0
103335	PA14_08830	PA14_62970	1.0
103337	PA14_58100	PA14_62970	1.0
103339	PA14_57770	PA14_62970	1.0
103341	PA14_10530	PA14_62970	1.0
103343	PA14_41220	PA14_62970	1.0
103345	PA14_17050	PA14_27370	1.0
103347	PA14_61670	PA14_62970	1.0
103349	PA14_08840	PA14_17050	1.0
103351	PA14_11190	PA14_11430	1.0
103353	PA14_61670	PA14_62970	1.0
103355	PA14_61670	PA14_62970	1.0
103357	PA14_08850	PA14_65420	1.0
103359	PA14_08850	PA14_17260	1.0
103361	PA14_08850	PA14_11450	1.0
103363	PA14_08850	PA14_16860	1.0
103365	PA14_08850	PA14_28650	1.0
103367	PA14_23110	PA14_65200	1.0
103369	PA14_23110	PA14_65200	1.0
103371	PA14_23110	PA14_65200	1.5
103373	PA14_23110	PA14_65200	1.0
103375	PA14_73240	PA14_73240	1.0
103377	PA14_73240	PA14_73240	1.0
103379	PA14_22990	PA14_73240	1.0
103381	PA14_22990	PA14_73240	1.5
103383	PA14_41800	PA14_68630	1.0
103385	PA14_41800	PA14_68630	1.0
103387	PA14_68630	PA14_72980	1.0
103389	PA14_68630	PA14_68630	1.0
103391	PA14_73240	PA14_73240	1.0
103392	PA14_16660	PA14_62880	1.0
103394	PA14_05690	PA14_05690	1.0
103399	PA14_17080	PA14_62020	1.5
103401	PA14_17080	PA14_62020	1.0
103402	PA14_43950	PA14_43950	1.0
103405	PA14_17080	PA14_62020	1.0
103410	PA14_57220	PA14_66060	1.5
103412	PA14_57220	PA14_66060	1.0
103419	PA14_25880	PA14_69190	1.5
103424	PA14_11430	PA14_46920	1.0
103426	PA14_70190	PA14_70720	1.0
103428	PA14_50620	PA14_70190	1.0
103430	PA14_50620	PA14_70190	1.5
103432	PA14_70190	PA14_70720	1.0
103434	PA14_70190	PA14_70720	1.5
103436	PA14_20400	PA14_70190	1.0
103438	PA14_20400	PA14_70190	1.5
103442	PA14_36840	PA14_70190	1.5
103444	PA14_43680	PA14_70190	1.5
103446	PA14_43680	PA14_70190	1.0
103448	PA14_49250	PA14_70190	1.0
103450	PA14_49250	PA14_70190	1.5
103452	PA14_16220	PA14_70190	1.0
103454	PA14_16220	PA14_70190	1.5
103456	PA14_57220	PA14_70190	1.5
103458	PA14_09200	PA14_70190	1.5
103460	PA14_09200	PA14_70190	1.0
103464	PA14_51770	PA14_70190	1.5
103466	PA14_51770	PA14_70190	1.0
103468	PA14_27180	PA14_70190	1.5
103470	PA14_27180	PA14_70190	1.0
103472	PA14_16370	PA14_70190	1.5
103474	PA14_23510	PA14_70190	1.0
103476	PA14_49250	PA14_70190	1.0
103478	PA14_16220	PA14_70190	1.0
103480	PA14_09200	PA14_70190	1.0
103482	PA14_50620	PA14_70190	1.0
103485	PA14_06290	PA14_60190	1.0
103487	PA14_43690	PA14_62970	1.0
103489	PA14_11400	PA14_23900	1.5
103491	PA14_11400	PA14_23900	1.0
103493	PA14_11400	PA14_23900	1.0
103495	PA14_23110	PA14_60400	1.0
103497	PA14_60400	PA14_68710	1.5
103499	PA14_60400	PA14_68710	1.0
103501	PA14_34730	PA14_60400	1.0
103503	PA14_34730	PA14_60400	1.5
103505	PA14_57360	PA14_60400	1.0
103507	PA14_57360	PA14_60400	1.5
103509	PA14_07700	PA14_60400	1.0
103511	PA14_07700	PA14_60400	1.5
103513	PA14_58700	PA14_73360	1.5
103515	PA14_58700	PA14_62490	1.0
103517	PA14_58700	PA14_62490	1.5
103519	PA14_08720	PA14_58700	1.5
103521	PA14_08720	PA14_58700	1.0
103523	PA14_07190	PA14_60400	1.5
103525	PA14_07190	PA14_60400	1.0
103527	PA14_15740	PA14_69720	1.5
103529	PA14_15740	PA14_69720	1.0
103531	PA14_29940	PA14_58700	1.0
103533	PA14_29940	PA14_58700	1.5
103535	PA14_23110	PA14_60400	1.0
103537	PA14_23110	PA14_60400	1.5
103541	PA14_60400	PA14_65560	1.0
103543	PA14_60400	PA14_65560	1.5
103545	PA14_58700	PA14_73360	1.0
103547	PA14_17180	PA14_60400	1.0
103549	PA14_07190	PA14_60400	1.0
103551	PA14_11690	PA14_60400	1.0
103553	PA14_60400	PA14_63530	1.0
103555	PA14_60400	PA14_68710	1.0
103556	PA14_25040	PA14_57020	1.0
103557	PA14_25040	PA14_57020	1.5
103558	PA14_07740	PA14_37060	1.0
103560	PA14_65420	PA14_70180	1.0
103564	PA14_30230	PA14_70180	1.5
103566	PA14_30230	PA14_70180	1.0
103568	PA14_14460	PA14_70180	1.0
103570	PA14_14460	PA14_70180	1.5
103572	PA14_65420	PA14_70180	1.5
103574	PA14_65420	PA14_70180	1.0
103576	PA14_30230	PA14_70180	1.0
103578	PA14_14460	PA14_70180	1.0
103580	PA14_17050	PA14_70180	1.0
103582	PA14_08900	PA14_67100	1.0
103584	PA14_08850	PA14_67100	1.0
103586	PA14_28710	PA14_28710	1.0
103595	PA14_17210	PA14_62860	1.5
103597	PA14_17210	PA14_62860	1.0
103599	PA14_17210	PA14_27850	1.0
103601	PA14_17210	PA14_27850	1.0
103603	PA14_17210	PA14_27850	1.5
103607	PA14_08900	PA14_17210	1.0
103609	PA14_17210	PA14_62860	1.0
103612	PA14_17210	PA14_57590	1.0
103614	PA14_17210	PA14_28680	1.0
103616	PA14_17210	PA14_70180	1.0
103618	PA14_17210	PA14_57580	1.0
103620	PA14_30310	PA14_57590	1.5
103622	PA14_30310	PA14_57590	1.0
103624	PA14_30310	PA14_51710	1.0
103626	PA14_30310	PA14_61740	1.0
103628	PA14_30310	PA14_61740	1.0
103631	PA14_08680	PA14_52600	1.0
103632	PA14_08830	PA14_52600	1.0
103634	PA14_30310	PA14_57590	1.0
103636	PA14_30310	PA14_61740	1.0
103638	PA14_30310	PA14_61740	1.0
103640	PA14_30310	PA14_51710	1.0
103642	PA14_30310	PA14_51710	1.0
103644	PA14_08990	PA14_70470	1.0
103646	PA14_08990	PA14_70470	1.5
103648	PA14_08990	PA14_61770	1.0
103650	PA14_08990	PA14_60190	1.0
103652	PA14_08990	PA14_41220	1.0
103654	PA14_08990	PA14_70470	1.0
103656	PA14_07560	PA14_08990	1.0
103658	PA14_08990	PA14_40830	1.0
103660	PA14_08900	PA14_57670	1.0
103662	PA14_09020	PA14_57670	1.0
103664	PA14_61670	PA14_61670	1.0
103667	PA14_29410	PA14_67990	1.5
103669	PA14_17530	PA14_41230	1.0
103671	PA14_17530	PA14_41230	1.5
103674	PA14_08750	PA14_41230	1.0
103676	PA14_62680	PA14_64980	1.0
103677	PA14_64980	PA14_66680	1.0
103679	PA14_05230	PA14_64980	1.0
103681	PA14_64980	PA14_64980	1.0
103682	PA14_23360	PA14_23360	1.0
103684	PA14_42690	PA14_42690	1.0
103686	PA14_39020	PA14_44670	1.0
103688	PA14_73350	PA14_73350	1.0
103690	PA14_73350	PA14_73350	1.0
103692	PA14_73350	PA14_73350	1.0
103694	PA14_73350	PA14_73350	1.0
103696	PA14_73350	PA14_73350	1.0
103698	PA14_08910	PA14_62560	1.0
103700	PA14_08910	PA14_62560	1.5
103702	PA14_08910	PA14_62560	1.0
103704	PA14_60500	PA14_67310	1.0
103706	PA14_60500	PA14_67310	1.5
103708	PA14_08970	PA14_62560	1.5
103710	PA14_08970	PA14_62560	1.0
103712	PA14_61220	PA14_62560	1.0
103714	PA14_61220	PA14_62560	1.5
103716	PA14_08880	PA14_62560	1.5
103718	PA14_08880	PA14_62560	1.0
103720	PA14_60500	PA14_67310	1.0
103722	PA14_73350	PA14_73350	1.0
103724	PA14_10240	PA14_10240	1.0
103725	PA14_27770	PA14_57020	1.5
103726	PA14_27770	PA14_57020	1.0
103728	PA14_23110	PA14_27770	1.0
103730	PA14_23110	PA14_27770	1.5
103732	PA14_08750	PA14_27770	1.5
103734	PA14_17320	PA14_25710	1.0
103736	PA14_17320	PA14_25710	1.5
103738	PA14_17320	PA14_27770	1.5
103740	PA14_17320	PA14_27770	1.0
103742	PA14_23680	PA14_41800	1.5
103744	PA14_23680	PA14_41800	1.0
103746	PA14_17320	PA14_46220	1.0
103748	PA14_17320	PA14_46220	1.5
103750	PA14_41800	PA14_71110	1.0
103752	PA14_41800	PA14_41800	1.0
103754	PA14_41800	PA14_41800	1.0
103756	PA14_41800	PA14_41800	1.0
103758	PA14_41800	PA14_41800	1.0
103760	PA14_25710	PA14_25710	1.0
103762	PA14_25710	PA14_25710	1.0
103764	PA14_17190	PA14_17320	1.0
103766	PA14_23680	PA14_41800	1.0
103768	PA14_17320	PA14_25710	1.0
103770	PA14_17530	PA14_41800	1.0
103772	PA14_41800	PA14_71110	1.0
103774	PA14_41800	PA14_71110	1.0
103776	PA14_00020	PA14_52570	1.5
103778	PA14_00020	PA14_52570	1.0
103780	PA14_00020	PA14_52570	1.0
103782	PA14_52570	PA14_57590	1.0
103784	PA14_52570	PA14_57590	1.5
103786	PA14_52570	PA14_57590	1.0
103788	PA14_17180	PA14_52570	1.0
103790	PA14_17180	PA14_52570	1.5
103792	PA14_17180	PA14_52570	1.0
103794	PA14_09040	PA14_52570	1.0
103796	PA14_09040	PA14_52570	1.5
103798	PA14_08890	PA14_52570	1.5
103800	PA14_08890	PA14_52570	1.0
103802	PA14_52570	PA14_57580	1.0
103804	PA14_52570	PA14_57580	1.5
103806	PA14_52570	PA14_65310	1.5
103808	PA14_52570	PA14_65310	1.0
103810	PA14_52570	PA14_65310	1.0
103811	PA14_69190	PA14_69190	1.0
103813	PA14_17530	PA14_17530	1.0
103815	PA14_17530	PA14_43950	1.0
103817	PA14_17530	PA14_43950	1.5
103819	PA14_07090	PA14_17530	1.5
103821	PA14_07090	PA14_17530	1.0
103823	PA14_17530	PA14_70420	1.5
103825	PA14_17530	PA14_70420	1.0
103828	PA14_17530	PA14_17530	1.0
103830	PA14_17530	PA14_17530	1.0
103831	PA14_69190	PA14_69190	1.0
103832	PA14_69190	PA14_69190	1.0
103833	PA14_69190	PA14_69190	1.0
103834	PA14_69190	PA14_69190	1.0
103835	PA14_69190	PA14_69190	1.0
103836	PA14_69190	PA14_69190	1.0
103837	PA14_69190	PA14_69190	1.0
103839	PA14_07090	PA14_17530	1.0
103841	PA14_17530	PA14_70420	1.0
103842	PA14_69190	PA14_69190	1.0
103843	PA14_69190	PA14_69190	1.0
103845	PA14_17530	PA14_17530	1.0
103846	PA14_69190	PA14_69190	1.0
103847	PA14_69190	PA14_69190	1.0
103849	PA14_04920	PA14_57300	1.0
103851	PA14_25530	PA14_36300	1.0
103853	PA14_25530	PA14_36300	1.5
103855	PA14_08860	PA14_65310	1.0
103857	PA14_08860	PA14_65310	1.0
103859	PA14_08860	PA14_65310	1.5
103861	PA14_04920	PA14_08720	1.5
103863	PA14_04920	PA14_08720	1.0
103865	PA14_04920	PA14_08840	1.5
103867	PA14_04920	PA14_08840	1.0
103869	PA14_14360	PA14_25530	1.5
103871	PA14_14360	PA14_25530	1.0
103873	PA14_25560	PA14_65310	1.5
103875	PA14_25560	PA14_65310	1.5
103879	PA14_08680	PA14_25530	1.0
103880	PA14_08830	PA14_25530	1.0
103882	PA14_25530	PA14_36300	1.0
103884	PA14_25560	PA14_65310	1.0
103886	PA14_25560	PA14_65310	1.0
103888	PA14_08860	PA14_65310	1.0
103890	PA14_08900	PA14_65310	1.0
103892	PA14_08850	PA14_65310	1.0
103894	PA14_25530	PA14_62970	1.0
103896	PA14_25530	PA14_41210	1.0
103898	PA14_14360	PA14_25530	1.0
103900	PA14_25530	PA14_36300	1.0
103902	PA14_25530	PA14_36300	1.0
103904	PA14_04920	PA14_57300	1.0
103906	PA14_04920	PA14_57300	1.0
103908	PA14_25530	PA14_36300	1.0
103910	PA14_25560	PA14_65310	1.0
103912	PA14_30230	PA14_52260	1.5
103914	PA14_30230	PA14_52260	1.0
103916	PA14_30230	PA14_52260	1.0
103918	PA14_30230	PA14_52260	1.0
103920	PA14_07660	PA14_41640	1.0
103922	PA14_07660	PA14_41640	1.5
103924	PA14_30230	PA14_60460	1.0
103926	PA14_30230	PA14_60460	1.5
103929	PA14_37965	PA14_37965	1.0
103931	PA14_37965	PA14_37965	1.0
103933	PA14_37965	PA14_37965	1.0
103935	PA14_37965	PA14_37965	1.0
103937	PA14_37965	PA14_37965	1.0
103939	PA14_30230	PA14_60460	1.0
103941	PA14_30230	PA14_57220	1.0
103943	PA14_14460	PA14_30230	1.0
103945	PA14_37965	PA14_37965	1.0
103948	PA14_60460	PA14_66560	1.5
103950	PA14_60460	PA14_66560	1.0
103952	PA14_08980	PA14_66560	1.5
103954	PA14_08980	PA14_66560	1.0
103956	PA14_62150	PA14_62150	1.0
103959	PA14_08680	PA14_70430	1.0
103960	PA14_08830	PA14_70430	1.0
103962	PA14_63240	PA14_63240	1.0
103975	PA14_08680	PA14_12060	1.5
103976	PA14_08830	PA14_12060	1.5
103980	PA14_08680	PA14_53480	1.5
103981	PA14_08830	PA14_53480	1.5
103985	PA14_08680	PA14_18880	1.0
103986	PA14_08830	PA14_18880	1.0
103989	PA14_08680	PA14_18210	1.0
103990	PA14_08830	PA14_18210	1.0
103993	PA14_07520	PA14_08680	1.0
103994	PA14_07520	PA14_08830	1.0
103999	PA14_18700	PA14_18700	1.0
104000	PA14_18700	PA14_18700	1.0
104001	PA14_18700	PA14_18700	1.0
104002	PA14_18700	PA14_18700	1.0
104003	PA14_18700	PA14_18700	1.0
104004	PA14_18700	PA14_18700	1.0
104007	PA14_08680	PA14_41240	1.0
104008	PA14_08830	PA14_41240	1.0
104014	PA14_08680	PA14_53480	1.0
104015	PA14_08830	PA14_53480	1.0
104018	PA14_08680	PA14_11430	1.0
104019	PA14_08830	PA14_11430	1.0
104023	PA14_08680	PA14_70420	1.0
104024	PA14_08830	PA14_70420	1.0
104028	PA14_08680	PA14_18210	1.0
104029	PA14_08830	PA14_18210	1.0
104034	PA14_08680	PA14_27500	1.0
104035	PA14_08830	PA14_27500	1.0
104038	PA14_08680	PA14_18210	1.0
104039	PA14_08830	PA14_18210	1.0
104046	PA14_18700	PA14_72980	1.0
104047	PA14_18700	PA14_18700	1.0
104048	PA14_18700	PA14_18700	1.0
104051	PA14_58250	PA14_70080	1.5
104053	PA14_70080	PA14_70080	1.0
104055	PA14_70080	PA14_70080	1.0
104057	PA14_70080	PA14_70080	1.0
104059	PA14_70080	PA14_70080	1.0
104061	PA14_70080	PA14_70080	1.0
104063	PA14_70080	PA14_70080	1.0
104065	PA14_70080	PA14_70080	1.0
104067	PA14_03430	PA14_61590	1.5
104069	PA14_03430	PA14_61590	1.0
104071	PA14_17320	PA14_43680	1.0
104073	PA14_17320	PA14_43680	1.5
104075	PA14_29940	PA14_65230	1.0
104077	PA14_29940	PA14_65230	1.5
104079	PA14_08730	PA14_65230	1.0
104081	PA14_08730	PA14_65230	1.5
104083	PA14_57220	PA14_57220	1.0
104085	PA14_57220	PA14_57220	1.0
104087	PA14_57220	PA14_57220	1.0
104089	PA14_57220	PA14_57220	1.0
104091	PA14_57220	PA14_57220	1.0
104093	PA14_57220	PA14_57220	1.0
104095	PA14_57220	PA14_57220	1.0
104097	PA14_57220	PA14_57220	1.0
104099	PA14_57220	PA14_57220	1.0
104101	PA14_57220	PA14_57220	1.0
104103	PA14_57220	PA14_57220	1.0
104105	PA14_57220	PA14_57220	1.0
104107	PA14_57220	PA14_57220	1.0
104109	PA14_57220	PA14_57220	1.0
104111	PA14_57220	PA14_57220	1.0
104113	PA14_57220	PA14_57220	1.0
104115	PA14_57220	PA14_57220	1.0
104117	PA14_57220	PA14_57220	1.0
104119	PA14_57220	PA14_57220	1.0
104121	PA14_57220	PA14_57220	1.0
104123	PA14_57220	PA14_57220	1.0
104125	PA14_57220	PA14_57220	1.0
104127	PA14_57220	PA14_57220	1.0
104129	PA14_57220	PA14_57220	1.0
104134	PA14_50360	PA14_62990	1.0
104136	PA14_07090	PA14_62990	1.0
104138	PA14_45130	PA14_73170	1.5
104140	PA14_45130	PA14_73170	1.0
104142	PA14_45130	PA14_73170	1.0
104143	PA14_26970	PA14_43970	1.0
104145	PA14_23330	PA14_41170	1.0
104147	PA14_08840	PA14_41170	1.0
104149	PA14_41170	PA14_69190	1.0
104151	PA14_14040	PA14_14040	1.0
104153	PA14_26970	PA14_26970	1.0
104155	PA14_14040	PA14_14040	1.0
104157	PA14_45290	PA14_45310	1.0
104159	PA14_45290	PA14_45310	1.0
104161	PA14_57275	PA14_57275	1.0
104163	PA14_57275	PA14_57275	1.0
104165	PA14_45290	PA14_45310	1.0
104167	PA14_45290	PA14_45310	1.0
