	protein1	protein2	cost
137772	PA14_02300	PA14_25670	1.0
137774	PA14_16220	PA14_70190	1.0
137776	PA14_08860	PA14_16220	1.0
137778	PA14_04900	PA14_57450	1.0
137780	PA14_44760	PA14_57820	1.0
137782	PA14_09200	PA14_70180	1.0
137784	PA14_09200	PA14_70190	1.0
137786	PA14_08960	PA14_09200	1.0
137787	PA14_09200	PA14_16000	1.0
137789	PA14_08750	PA14_09200	1.0
137791	PA14_08860	PA14_09200	1.0
137793	PA14_43950	PA14_52140	1.0
137795	PA14_43950	PA14_61470	1.0
137797	PA14_08890	PA14_43950	1.0
137799	PA14_43950	PA14_65170	1.0
137801	PA14_08840	PA14_43950	1.0
137803	PA14_23330	PA14_43950	1.0
137805	PA14_43950	PA14_65150	1.0
137807	PA14_17530	PA14_43950	1.0
137809	PA14_12350	PA14_43950	1.0
137811	PA14_39590	PA14_43950	1.0
137813	PA14_43950	PA14_62760	1.0
137815	PA14_17320	PA14_43950	1.0
137816	PA14_43950	PA14_51830	1.0
137818	PA14_43950	PA14_62960	1.0
137820	PA14_43950	PA14_60190	1.0
137822	PA14_01710	PA14_43950	1.0
137824	PA14_57220	PA14_66060	1.0
137826	PA14_09080	PA14_66060	1.0
137828	PA14_60460	PA14_66060	1.0
137829	PA14_16000	PA14_66060	1.0
137831	PA14_08740	PA14_66060	1.0
137833	PA14_53020	PA14_57600	1.0
137835	PA14_63060	PA14_70190	1.0
137837	PA14_23260	PA14_63060	1.0
137839	PA14_56340	PA14_62990	1.0
137841	PA14_15740	PA14_69720	1.0
137843	PA14_15740	PA14_65230	1.0
137845	PA14_15740	PA14_58700	1.0
137847	PA14_41150	PA14_52010	1.0
137849	PA14_52010	PA14_61720	1.0
137851	PA14_17050	PA14_31890	1.0
137853	PA14_17050	PA14_55170	1.0
137855	PA14_16920	PA14_63550	1.0
137857	PA14_08710	PA14_08950	1.0
137859	PA14_27960	PA14_62200	1.0
137861	PA14_41670	PA14_62200	1.0
137863	PA14_30360	PA14_57220	1.0
137864	PA14_16000	PA14_30360	1.0
137866	PA14_30360	PA14_62960	1.0
137868	PA14_30360	PA14_45290	1.0
137870	PA14_51780	PA14_69190	1.0
137872	PA14_51780	PA14_60190	1.0
137873	PA14_51780	PA14_57020	1.0
137875	PA14_08920	PA14_58060	1.0
137877	PA14_28690	PA14_39050	1.0
137879	PA14_08750	PA14_65605	1.0
137880	PA14_08960	PA14_20600	1.0
137881	PA14_20600	PA14_57590	1.0
137882	PA14_12820	PA14_20600	1.0
137884	PA14_15970	PA14_57360	1.0
137886	PA14_08920	PA14_57360	1.0
137888	PA14_21410	PA14_57360	1.0
137889	PA14_57020	PA14_57360	1.0
137891	PA14_08840	PA14_62910	1.0
137893	PA14_23270	PA14_63530	1.0
137895	PA14_23760	PA14_27960	1.0
137897	PA14_15970	PA14_23760	1.0
137899	PA14_23760	PA14_41670	1.0
137901	PA14_08980	PA14_67580	1.0
137903	PA14_60400	PA14_68710	1.0
137905	PA14_50620	PA14_70190	1.0
137908	PA14_31720	PA14_73190	1.0
137910	PA14_09210	PA14_73190	1.0
137912	PA14_11690	PA14_38660	1.0
137914	PA14_11690	PA14_22350	1.0
137916	PA14_08860	PA14_11690	1.0
137918	PA14_61220	PA14_62560	1.0
137920	PA14_08970	PA14_62560	1.0
137922	PA14_44070	PA14_62560	1.0
137924	PA14_08910	PA14_62560	1.0
137926	PA14_15970	PA14_17260	1.0
137928	PA14_17260	PA14_23330	1.0
137930	PA14_17260	PA14_60460	1.0
137932	PA14_17260	PA14_57590	1.0
137934	PA14_08730	PA14_17260	1.0
137936	PA14_41050	PA14_73310	1.0
137938	PA14_08730	PA14_41050	1.0
137940	PA14_60500	PA14_67310	1.0
137942	PA14_17980	PA14_60500	1.0
137943	PA14_00200	PA14_23810	1.0
137945	PA14_08840	PA14_11380	1.0
137947	PA14_11380	PA14_60460	1.0
137949	PA14_08750	PA14_11380	1.0
137951	PA14_08780	PA14_69010	1.0
137953	PA14_14490	PA14_61700	1.0
137956	PA14_09115	PA14_20980	1.0
137959	PA14_20380	PA14_20980	1.0
137961	PA14_20980	PA14_28720	1.0
137963	PA14_20980	PA14_41210	1.0
137965	PA14_08750	PA14_60445	1.0
137967	PA14_02100	PA14_25110	1.0
137969	PA14_65420	PA14_70180	1.0
137971	PA14_08860	PA14_65420	1.0
137972	PA14_57020	PA14_65420	1.0
137974	PA14_08820	PA14_65420	1.0
137976	PA14_05960	PA14_23110	1.0
137978	PA14_12820	PA14_30390	1.0
137981	PA14_14490	PA14_55140	1.0
137983	PA14_22910	PA14_41250	1.0
137985	PA14_22910	PA14_69190	1.0
137987	PA14_22910	PA14_44290	1.0
137990	PA14_17470	PA14_60400	1.0
137992	PA14_17470	PA14_70190	1.0
137994	PA14_08870	PA14_17470	1.0
137996	PA14_08880	PA14_60800	1.0
137998	PA14_60800	PA14_72490	1.0
138000	PA14_57580	PA14_62420	1.0
138002	PA14_41390	PA14_62860	1.0
138004	PA14_31650	PA14_57930	1.0
138006	PA14_62680	PA14_71930	1.0
138009	PA14_65170	PA14_71930	1.0
138011	PA14_57590	PA14_71930	1.0
138013	PA14_07190	PA14_71930	1.0
138015	PA14_43850	PA14_71930	1.0
138017	PA14_44070	PA14_71930	1.0
138019	PA14_17100	PA14_71930	1.0
138021	PA14_05960	PA14_71930	1.0
138023	PA14_71930	PA14_73260	1.0
138025	PA14_46970	PA14_71930	1.0
138027	PA14_66060	PA14_71930	1.0
138029	PA14_08790	PA14_27770	1.0
138031	PA14_23110	PA14_27770	1.0
138033	PA14_17320	PA14_27770	1.0
138035	PA14_24970	PA14_44070	1.0
138037	PA14_70770	PA14_71640	1.0
138039	PA14_19350	PA14_67770	1.0
138040	PA14_53430	PA14_64670	1.0
138042	PA14_08750	PA14_17260	1.0
138051	PA14_08980	PA14_68430	1.0
138053	PA14_08860	PA14_63550	1.0
138055	PA14_14710	PA14_63550	1.0
138057	PA14_63550	PA14_63605	1.0
138060	PA14_17320	PA14_25710	1.0
138063	PA14_00780	PA14_53430	1.0
138064	PA14_41680	PA14_65420	1.0
138066	PA14_65420	PA14_72800	1.0
138068	PA14_29270	PA14_65420	1.0
138071	PA14_41820	PA14_65420	1.0
138072	PA14_22760	PA14_67720	1.0
138075	PA14_16350	PA14_36070	1.0
138077	PA14_16350	PA14_17280	1.0
138079	PA14_16350	PA14_19560	1.0
138081	PA14_16350	PA14_63800	1.0
138083	PA14_14860	PA14_22450	1.0
138084	PA14_15930	PA14_30330	1.0
138086	PA14_30330	PA14_72980	1.0
138088	PA14_00030	PA14_30330	1.0
138090	PA14_27180	PA14_39690	1.0
138092	PA14_28910	PA14_39690	1.0
138094	PA14_19050	PA14_39690	1.0
138096	PA14_09090	PA14_73420	1.0
138098	PA14_23110	PA14_73420	1.0
138100	PA14_08710	PA14_49250	1.0
138103	PA14_61720	PA14_64840	1.0
138105	PA14_44290	PA14_62880	1.0
138107	PA14_41250	PA14_44290	1.0
138109	PA14_25630	PA14_44290	1.0
138111	PA14_08960	PA14_44290	1.0
138113	PA14_36840	PA14_44290	1.0
138115	PA14_44290	PA14_52570	1.0
138119	PA14_08890	PA14_73420	1.0
138121	PA14_28660	PA14_73420	1.0
138123	PA14_23070	PA14_62760	1.0
138125	PA14_41250	PA14_62760	1.0
138127	PA14_56240	PA14_62760	1.0
138129	PA14_51820	PA14_62760	1.0
138131	PA14_64190	PA14_72490	1.0
138133	PA14_04640	PA14_08910	1.0
138135	PA14_04640	PA14_60460	1.0
138137	PA14_04640	PA14_28680	1.0
138139	PA14_04640	PA14_08860	1.0
138141	PA14_04640	PA14_23110	1.0
138143	PA14_04640	PA14_61640	1.0
138145	PA14_04150	PA14_04640	1.0
138147	PA14_21760	PA14_45700	1.0
138149	PA14_21760	PA14_73250	1.0
138151	PA14_67770	PA14_69090	1.0
138153	PA14_44010	PA14_69340	1.0
138155	PA14_07560	PA14_30200	1.0
138159	PA14_41630	PA14_54370	1.0
138161	PA14_38130	PA14_54370	1.0
138163	PA14_33770	PA14_54370	1.0
138165	PA14_54370	PA14_68740	1.0
138167	PA14_18750	PA14_53430	1.0
138181	PA14_09180	PA14_62200	1.0
138183	PA14_14730	PA14_69640	1.0
138185	PA14_69640	PA14_69640	1.0
138187	PA14_14730	PA14_69640	1.0
138189	PA14_30310	PA14_61740	1.0
138191	PA14_51710	PA14_61740	1.0
138193	PA14_30310	PA14_61740	1.0
138195	PA14_30310	PA14_51710	1.0
138196	PA14_08370	PA14_08370	1.0
138197	PA14_08370	PA14_08370	1.0
138198	PA14_41240	PA14_41240	1.0
138199	PA14_41240	PA14_41240	1.0
138201	PA14_11530	PA14_62290	1.0
138203	PA14_11530	PA14_62290	1.0
138205	PA14_11530	PA14_62290	1.0
138207	PA14_44630	PA14_44630	1.0
138209	PA14_44630	PA14_44630	1.0
138211	PA14_14460	PA14_44630	1.0
138214	PA14_14460	PA14_44630	1.0
138217	PA14_14460	PA14_44630	1.0
138220	PA14_14460	PA14_44630	1.0
138223	PA14_44630	PA14_44630	1.0
138226	PA14_14460	PA14_44630	1.0
138231	PA14_14460	PA14_44630	1.0
138233	PA14_44630	PA14_44630	1.0
138237	PA14_49170	PA14_49170	1.0
138239	PA14_08695	PA14_62810	1.0
138241	PA14_08695	PA14_09050	1.0
138243	PA14_08695	PA14_62810	1.0
138245	PA14_08695	PA14_09050	1.0
138247	PA14_09050	PA14_09050	1.0
138249	PA14_08695	PA14_08695	1.0
138251	PA14_08695	PA14_09050	1.0
138253	PA14_30190	PA14_46450	1.0
138255	PA14_30190	PA14_46450	1.0
138257	PA14_30190	PA14_46450	1.0
138259	PA14_30190	PA14_46450	1.0
138261	PA14_13740	PA14_13740	1.0
138263	PA14_12610	PA14_12610	1.0
138265	PA14_12610	PA14_12610	1.0
138266	PA14_05530	PA14_05530	1.0
138268	PA14_33770	PA14_33770	1.0
138269	PA14_05530	PA14_05530	1.0
138271	PA14_68130	PA14_68130	1.0
138273	PA14_33770	PA14_65750	1.0
138275	PA14_33770	PA14_33770	1.0
138277	PA14_68130	PA14_68130	1.0
138278	PA14_08370	PA14_08370	1.0
138280	PA14_73400	PA14_73400	1.0
138282	PA14_73400	PA14_73400	1.0
138284	PA14_73400	PA14_73400	1.0
138286	PA14_00010	PA14_00010	1.0
138288	PA14_57760	PA14_57760	1.0
138290	PA14_57760	PA14_57760	1.0
138291	PA14_65310	PA14_65310	1.0
138293	PA14_08370	PA14_08760	1.0
138295	PA14_08370	PA14_08780	1.0
138296	PA14_08370	PA14_70450	1.0
138297	PA14_09115	PA14_70450	1.0
138299	PA14_21410	PA14_57220	1.0
138301	PA14_08695	PA14_09050	1.0
138303	PA14_21410	PA14_57220	1.0
138305	PA14_41230	PA14_57275	1.0
138307	PA14_41230	PA14_57275	1.0
138309	PA14_57275	PA14_57275	1.0
138311	PA14_37790	PA14_66980	1.0
138313	PA14_37790	PA14_66980	1.0
138315	PA14_09180	PA14_57080	1.0
138317	PA14_30660	PA14_57080	1.0
138319	PA14_09180	PA14_57080	1.0
138320	PA14_43850	PA14_43850	1.0
138321	PA14_43850	PA14_43850	1.0
138322	PA14_54390	PA14_54390	1.0
138323	PA14_54390	PA14_54390	1.0
138324	PA14_54390	PA14_54390	1.0
138325	PA14_54390	PA14_54390	1.0
138326	PA14_21400	PA14_66680	1.0
138327	PA14_07620	PA14_66680	1.0
138328	PA14_16710	PA14_66610	1.0
138330	PA14_09020	PA14_62780	1.0
138331	PA14_21870	PA14_43970	1.0
138335	PA14_08680	PA14_57970	1.0
138336	PA14_08830	PA14_57970	1.0
138339	PA14_13290	PA14_66310	1.0
138341	PA14_23110	PA14_62880	1.0
138343	PA14_60210	PA14_60445	1.0
138346	PA14_08680	PA14_16220	1.0
138347	PA14_08830	PA14_16220	1.0
138349	PA14_16220	PA14_62960	1.0
138352	PA14_08680	PA14_55670	1.0
138353	PA14_08830	PA14_55670	1.0
138355	PA14_17060	PA14_55670	1.0
138357	PA14_66310	PA14_70570	1.0
138358	PA14_43970	PA14_55660	1.0
138361	PA14_00100	PA14_21880	1.0
138363	PA14_05000	PA14_31720	1.0
138365	PA14_05000	PA14_07560	1.0
138367	PA14_05000	PA14_15970	1.0
138369	PA14_05000	PA14_17060	1.0
138371	PA14_05000	PA14_23330	1.0
138373	PA14_05000	PA14_08960	1.0
138374	PA14_05000	PA14_16000	1.0
138376	PA14_05000	PA14_08740	1.0
138378	PA14_05000	PA14_09000	1.0
138379	PA14_05000	PA14_43970	1.0
138381	PA14_05000	PA14_21400	1.0
138383	PA14_05000	PA14_41380	1.0
138385	PA14_05000	PA14_34990	1.0
138388	PA14_08850	PA14_17270	1.0
138390	PA14_08730	PA14_13230	1.0
138393	PA14_08680	PA14_44970	1.0
138394	PA14_08830	PA14_44970	1.0
138396	PA14_05160	PA14_08840	1.0
138398	PA14_08730	PA14_70240	1.0
138400	PA14_08850	PA14_64110	1.0
138402	PA14_00020	PA14_64110	1.0
138404	PA14_23110	PA14_25580	1.0
138406	PA14_08780	PA14_25580	1.0
138408	PA14_08760	PA14_25580	1.0
138410	PA14_25580	PA14_70190	1.0
138412	PA14_05560	PA14_25580	1.0
138414	PA14_17270	PA14_25580	1.0
138416	PA14_63060	PA14_63530	1.0
138418	PA14_08910	PA14_63060	1.0
138420	PA14_51440	PA14_66310	1.0
138422	PA14_07680	PA14_62900	1.0
138425	PA14_08680	PA14_62900	1.0
138426	PA14_08830	PA14_62900	1.0
138428	PA14_28650	PA14_62900	1.0
138430	PA14_57220	PA14_62900	1.0
138432	PA14_08840	PA14_62900	1.0
138434	PA14_08810	PA14_62900	1.0
138436	PA14_09020	PA14_62900	1.0
138438	PA14_17060	PA14_62900	1.0
138440	PA14_57590	PA14_62900	1.0
138442	PA14_08740	PA14_62900	1.0
138444	PA14_08970	PA14_62900	1.0
138446	PA14_08860	PA14_62900	1.0
138448	PA14_08880	PA14_62900	1.0
138450	PA14_62900	PA14_69190	1.0
138452	PA14_18250	PA14_62900	1.0
138454	PA14_39590	PA14_62900	1.0
138456	PA14_15310	PA14_62900	1.0
138458	PA14_62900	PA14_62970	1.0
138460	PA14_41230	PA14_62900	1.0
138462	PA14_62900	PA14_73240	1.0
138468	PA14_08730	PA14_41050	1.0
138470	PA14_57220	PA14_65660	1.0
138472	PA14_31720	PA14_65660	1.0
138473	PA14_43970	PA14_65605	1.0
138475	PA14_65605	PA14_66310	1.0
138477	PA14_08730	PA14_44630	1.0
138479	PA14_00010	PA14_43970	1.0
138481	PA14_00010	PA14_07620	1.0
138483	PA14_00010	PA14_51820	1.0
138486	PA14_08680	PA14_52600	1.0
138487	PA14_08830	PA14_52600	1.0
138489	PA14_52600	PA14_62970	1.0
138491	PA14_26970	PA14_43970	1.0
138493	PA14_26970	PA14_66310	1.0
138497	PA14_08680	PA14_26970	1.0
138498	PA14_08830	PA14_26970	1.0
138501	PA14_08680	PA14_62970	1.0
138502	PA14_08830	PA14_62970	1.0
138504	PA14_08740	PA14_62970	1.0
138506	PA14_09000	PA14_62970	1.0
138508	PA14_41220	PA14_62970	1.0
138510	PA14_52600	PA14_62970	1.0
138512	PA14_62680	PA14_62960	1.0
138515	PA14_09080	PA14_62960	1.0
138517	PA14_08900	PA14_62960	1.0
138518	PA14_16000	PA14_62960	1.0
138520	PA14_08740	PA14_62960	1.0
138522	PA14_17530	PA14_62960	1.0
138524	PA14_41800	PA14_62960	1.0
138526	PA14_07770	PA14_62960	1.0
138528	PA14_23110	PA14_63530	1.0
138531	PA14_21790	PA14_44660	1.0
138534	PA14_57470	PA14_66310	1.0
138536	PA14_23110	PA14_62710	1.0
138538	PA14_09000	PA14_62710	1.0
138540	PA14_08950	PA14_65200	1.0
138542	PA14_07620	PA14_65200	1.0
138545	PA14_00050	PA14_08740	1.0
138547	PA14_00050	PA14_00090	1.0
138551	PA14_17530	PA14_23260	1.0
138553	PA14_23260	PA14_34370	1.0
138554	PA14_23260	PA14_43970	1.0
138556	PA14_23260	PA14_57275	1.0
138558	PA14_15960	PA14_23260	1.0
138560	PA14_23260	PA14_62970	1.0
138562	PA14_23260	PA14_66310	1.0
138564	PA14_09040	PA14_20890	1.0
138566	PA14_20890	PA14_21020	1.0
138568	PA14_20890	PA14_52210	1.0
138572	PA14_08680	PA14_57880	1.0
138573	PA14_08830	PA14_57880	1.0
138575	PA14_57880	PA14_62970	1.0
138577	PA14_02100	PA14_67560	1.0
138579	PA14_61670	PA14_62970	1.0
138582	PA14_30230	PA14_41230	1.0
138585	PA14_08680	PA14_66720	1.0
138586	PA14_08830	PA14_66720	1.0
138588	PA14_08970	PA14_41240	1.0
138590	PA14_41240	PA14_54390	1.0
138592	PA14_23260	PA14_41240	1.0
138594	PA14_41240	PA14_62900	1.0
138596	PA14_32610	PA14_41240	1.0
138598	PA14_41240	PA14_62970	1.0
138602	PA14_08680	PA14_41240	1.0
138603	PA14_08830	PA14_41240	1.0
138605	PA14_41240	PA14_57220	1.0
138607	PA14_08840	PA14_41240	1.0
138609	PA14_08810	PA14_41240	1.0
138610	PA14_16000	PA14_41240	1.0
138612	PA14_41240	PA14_57590	1.0
138614	PA14_08740	PA14_41240	1.0
138616	PA14_41240	PA14_69190	1.0
138618	PA14_17530	PA14_41240	1.0
138620	PA14_41240	PA14_65660	1.0
138621	PA14_08780	PA14_57530	1.0
138622	PA14_08760	PA14_57530	1.0
138625	PA14_30230	PA14_57220	1.0
138627	PA14_08810	PA14_30230	1.0
138629	PA14_09100	PA14_30230	1.0
138631	PA14_08740	PA14_30230	1.0
138633	PA14_08970	PA14_30230	1.0
138636	PA14_12630	PA14_66310	1.0
138639	PA14_08890	PA14_21400	1.0
138641	PA14_09080	PA14_21400	1.0
138643	PA14_09020	PA14_72580	1.0
138645	PA14_31720	PA14_72580	1.0
138648	PA14_08680	PA14_16860	1.0
138649	PA14_08830	PA14_16860	1.0
138651	PA14_09100	PA14_16860	1.0
138653	PA14_08910	PA14_16860	1.0
138655	PA14_08860	PA14_16860	1.0
138657	PA14_08850	PA14_16860	1.0
138659	PA14_16860	PA14_69190	1.0
138660	PA14_16860	PA14_43970	1.0
138662	PA14_08370	PA14_08840	1.0
138664	PA14_08370	PA14_09020	1.0
138666	PA14_08370	PA14_08850	1.0
138667	PA14_41220	PA14_51830	1.0
138668	PA14_21400	PA14_51830	1.0
138671	PA14_10420	PA14_57220	1.0
138673	PA14_52980	PA14_66310	1.0
138675	PA14_00050	PA14_14830	1.0
138677	PA14_08820	PA14_14830	1.0
138679	PA14_14830	PA14_41800	1.0
138681	PA14_14830	PA14_41220	1.0
138683	PA14_14830	PA14_23110	1.0
138686	PA14_08840	PA14_14830	1.0
138688	PA14_08780	PA14_14830	1.0
138690	PA14_14830	PA14_25560	1.0
138692	PA14_14830	PA14_17530	1.0
138695	PA14_08680	PA14_69340	1.0
138696	PA14_08830	PA14_69340	1.0
138697	PA14_41250	PA14_57020	1.0
138698	PA14_20890	PA14_57020	1.0
138699	PA14_57020	PA14_58150	1.0
138700	PA14_43850	PA14_57020	1.0
138701	PA14_08820	PA14_57020	1.0
138702	PA14_00020	PA14_57020	1.0
138703	PA14_57020	PA14_62970	1.0
138704	PA14_17990	PA14_43970	1.0
138707	PA14_08730	PA14_65130	1.0
138709	PA14_07530	PA14_08730	1.0
138711	PA14_16530	PA14_25020	1.0
138713	PA14_04390	PA14_70470	1.0
138715	PA14_04390	PA14_08740	1.0
138717	PA14_04390	PA14_25580	1.0
138719	PA14_04390	PA14_57130	1.0
138722	PA14_08680	PA14_70430	1.0
138723	PA14_08830	PA14_70430	1.0
138725	PA14_08760	PA14_70430	1.0
138727	PA14_62970	PA14_70430	1.0
138729	PA14_62960	PA14_70430	1.0
138732	PA14_17180	PA14_23110	1.0
138734	PA14_17180	PA14_41380	1.0
138736	PA14_24675	PA14_31720	1.0
138738	PA14_66310	PA14_68430	1.0
138740	PA14_14600	PA14_23110	1.0
138742	PA14_08760	PA14_14600	1.0
138744	PA14_07520	PA14_08900	1.0
138746	PA14_07520	PA14_09040	1.0
138748	PA14_07520	PA14_08860	1.0
138750	PA14_07520	PA14_08880	1.0
138752	PA14_07520	PA14_17270	1.0
138754	PA14_07520	PA14_08810	1.0
138756	PA14_07520	PA14_09100	1.0
138758	PA14_07520	PA14_08910	1.0
138760	PA14_07520	PA14_17060	1.0
138761	PA14_07520	PA14_70450	1.0
138763	PA14_49230	PA14_53480	1.0
138764	PA14_43970	PA14_49250	1.0
138768	PA14_08680	PA14_70420	1.0
138769	PA14_08830	PA14_70420	1.0
138771	PA14_17530	PA14_70420	1.0
138773	PA14_13780	PA14_70420	1.0
138775	PA14_58150	PA14_70420	1.0
138777	PA14_62960	PA14_70420	1.0
138781	PA14_08760	PA14_72490	1.0
138784	PA14_08680	PA14_14040	1.0
138785	PA14_08830	PA14_14040	1.0
138787	PA14_08840	PA14_14040	1.0
138789	PA14_08720	PA14_14040	1.0
138791	PA14_14040	PA14_65150	1.0
138793	PA14_14040	PA14_62970	1.0
138797	PA14_08710	PA14_18350	1.0
138799	PA14_08710	PA14_33770	1.0
138801	PA14_09020	PA14_11450	1.0
138803	PA14_09100	PA14_11450	1.0
138805	PA14_11450	PA14_17060	1.0
138807	PA14_11450	PA14_57590	1.0
138809	PA14_08850	PA14_11450	1.0
138811	PA14_09040	PA14_62770	1.0
138813	PA14_08860	PA14_62770	1.0
138816	PA14_08680	PA14_62770	1.0
138817	PA14_08830	PA14_62770	1.0
138819	PA14_09020	PA14_21230	1.0
138821	PA14_08850	PA14_21230	1.0
138825	PA14_41250	PA14_42790	1.0
138827	PA14_08850	PA14_42790	1.0
138829	PA14_42790	PA14_62970	1.0
138832	PA14_08680	PA14_17190	1.0
138833	PA14_08830	PA14_17190	1.0
138835	PA14_09020	PA14_17190	1.0
138836	PA14_16000	PA14_17190	1.0
138838	PA14_17190	PA14_57590	1.0
138840	PA14_08740	PA14_17190	1.0
138842	PA14_09000	PA14_17190	1.0
138844	PA14_08860	PA14_17190	1.0
138846	PA14_17190	PA14_41220	1.0
138848	PA14_17190	PA14_41380	1.0
138850	PA14_15960	PA14_17190	1.0
138853	PA14_08680	PA14_43680	1.0
138854	PA14_08830	PA14_43680	1.0
138856	PA14_43680	PA14_57580	1.0
138858	PA14_09020	PA14_43680	1.0
138859	PA14_16000	PA14_43680	1.0
138861	PA14_27370	PA14_43680	1.0
138863	PA14_43680	PA14_67410	1.0
138865	PA14_17270	PA14_43680	1.0
138867	PA14_24675	PA14_41170	1.0
138869	PA14_08840	PA14_41170	1.0
138871	PA14_23330	PA14_41170	1.0
138873	PA14_08740	PA14_41170	1.0
138875	PA14_41170	PA14_69190	1.0
138877	PA14_12330	PA14_42790	1.0
138879	PA14_12330	PA14_23110	1.0
138881	PA14_12330	PA14_24675	1.0
138883	PA14_12330	PA14_57220	1.0
138885	PA14_08740	PA14_12330	1.0
138887	PA14_12330	PA14_17190	1.0
138888	PA14_12330	PA14_70640	1.0
138890	PA14_09020	PA14_27130	1.0
138892	PA14_17060	PA14_27130	1.0
138894	PA14_08760	PA14_27130	1.0
138896	PA14_08850	PA14_27130	1.0
138899	PA14_08680	PA14_12110	1.0
138900	PA14_08830	PA14_12110	1.0
138902	PA14_08950	PA14_12030	1.0
138904	PA14_07620	PA14_12030	1.0
138906	PA14_64980	PA14_71890	1.0
138908	PA14_18350	PA14_64980	1.0
138911	PA14_08680	PA14_27500	1.0
138912	PA14_08830	PA14_27500	1.0
138914	PA14_14880	PA14_69190	1.0
138916	PA14_14730	PA14_49820	1.0
138919	PA14_08680	PA14_25780	1.0
138920	PA14_08830	PA14_25780	1.0
138922	PA14_08820	PA14_66600	1.0
138924	PA14_08820	PA14_44500	1.0
138927	PA14_08820	PA14_64980	1.0
138930	PA14_07620	PA14_08850	1.0
138932	PA14_23110	PA14_25110	1.0
138934	PA14_25110	PA14_41260	1.0
138936	PA14_09080	PA14_25110	1.0
138938	PA14_08910	PA14_25110	1.0
138941	PA14_25110	PA14_33770	1.0
138943	PA14_25110	PA14_52600	1.0
138946	PA14_58150	PA14_60990	1.0
138948	PA14_08760	PA14_58150	1.0
138950	PA14_17530	PA14_58150	1.0
138952	PA14_41800	PA14_58150	1.0
138954	PA14_00100	PA14_58150	1.0
138956	PA14_08820	PA14_58150	1.0
138958	PA14_17270	PA14_58150	1.0
138962	PA14_23110	PA14_25560	1.0
138964	PA14_24675	PA14_25560	1.0
138967	PA14_08680	PA14_25560	1.0
138968	PA14_08830	PA14_25560	1.0
138970	PA14_07560	PA14_25560	1.0
138972	PA14_08810	PA14_25560	1.0
138974	PA14_09100	PA14_25560	1.0
138976	PA14_08910	PA14_25560	1.0
138978	PA14_17060	PA14_25560	1.0
138980	PA14_08900	PA14_25560	1.0
138982	PA14_08720	PA14_25560	1.0
138984	PA14_25560	PA14_65150	1.0
138986	PA14_08860	PA14_25560	1.0
138988	PA14_08850	PA14_25560	1.0
138990	PA14_08880	PA14_25560	1.0
138992	PA14_08730	PA14_25560	1.0
138994	PA14_18230	PA14_25560	1.0
138996	PA14_17190	PA14_25560	1.0
138998	PA14_17320	PA14_25560	1.0
139000	PA14_25560	PA14_62970	1.0
139002	PA14_25560	PA14_27370	1.0
139004	PA14_18700	PA14_66310	1.0
139008	PA14_08680	PA14_62840	1.0
139009	PA14_08830	PA14_62840	1.0
139011	PA14_17530	PA14_62840	1.0
139013	PA14_57330	PA14_62840	1.0
139016	PA14_00020	PA14_51900	1.0
139022	PA14_08680	PA14_61660	1.0
139023	PA14_08830	PA14_61660	1.0
139026	PA14_08680	PA14_57810	1.0
139027	PA14_08830	PA14_57810	1.0
139029	PA14_57425	PA14_57810	1.0
139032	PA14_57330	PA14_62970	1.0
139034	PA14_57410	PA14_62930	1.0
139036	PA14_23110	PA14_27370	1.0
139038	PA14_17270	PA14_27370	1.0
139041	PA14_08680	PA14_11430	1.0
139042	PA14_08830	PA14_11430	1.0
139044	PA14_08850	PA14_11430	1.0
139046	PA14_11430	PA14_20890	1.0
139050	PA14_08680	PA14_14770	1.0
139051	PA14_08830	PA14_14770	1.0
139053	PA14_08780	PA14_14770	1.0
139056	PA14_08680	PA14_57275	1.0
139057	PA14_08830	PA14_57275	1.0
139059	PA14_08840	PA14_57275	1.0
139061	PA14_09020	PA14_57275	1.0
139063	PA14_08970	PA14_57275	1.0
139065	PA14_17530	PA14_57275	1.0
139067	PA14_08820	PA14_57275	1.0
139069	PA14_30290	PA14_57275	1.0
139072	PA14_08680	PA14_60370	1.0
139073	PA14_08830	PA14_60370	1.0
139075	PA14_08780	PA14_43850	1.0
139078	PA14_08680	PA14_11690	1.0
139079	PA14_08830	PA14_11690	1.0
139081	PA14_08860	PA14_11690	1.0
139083	PA14_11690	PA14_20890	1.0
139085	PA14_11690	PA14_57010	1.0
139087	PA14_00020	PA14_11690	1.0
139089	PA14_11690	PA14_62970	1.0
139091	PA14_09020	PA14_25160	1.0
139094	PA14_28680	PA14_41220	1.0
139097	PA14_08680	PA14_18230	1.0
139098	PA14_08830	PA14_18230	1.0
139100	PA14_08910	PA14_18230	1.0
139102	PA14_18230	PA14_20890	1.0
139104	PA14_08720	PA14_28660	1.0
139106	PA14_08740	PA14_28660	1.0
139108	PA14_08970	PA14_28660	1.0
139110	PA14_08860	PA14_28660	1.0
139112	PA14_28660	PA14_58100	1.0
139114	PA14_28660	PA14_31720	1.0
139116	PA14_11400	PA14_62760	1.0
139121	PA14_43970	PA14_61620	1.0
139125	PA14_07680	PA14_49840	1.0
139127	PA14_17080	PA14_69190	1.0
139129	PA14_17080	PA14_17530	1.0
139131	PA14_16530	PA14_29400	1.0
139132	PA14_31650	PA14_43970	1.0
139134	PA14_31650	PA14_66310	1.0
139137	PA14_08840	PA14_61790	1.0
