	protein1	protein2	cost
138112	PA1562	PA2144	1.0
138114	PA0905	PA1562	1.0
138116	PA2961	PA5316	1.0
138117	PA3204	PA5277	1.0
138118	PA4259	PA5569	1.0
138120	PA2743	PA5569	1.0
138122	PA3183	PA4744	1.0
138124	PA1800	PA4744	1.0
138126	PA4329	PA4744	1.0
138128	PA0963	PA4744	1.0
138130	PA4853	PA5493	1.0
138132	PA0354	PA4257	1.0
138134	PA0354	PA4568	1.0
138136	PA0354	PA2741	1.0
138138	PA0354	PA4262	1.0
138140	PA0354	PA3179	1.0
138142	PA0354	PA4660	1.0
138144	PA0318	PA0354	1.0
138146	PA1451	PA3266	1.0
138148	PA3266	PA5555	1.0
138150	PA5131	PA5232	1.0
138152	PA1585	PA5252	1.0
138154	PA0579	PA2622	1.0
138156	PA4007	PA4721	1.0
138157	PA0956	PA4007	1.0
138158	PA0767	PA1773	1.0
138160	PA0767	PA2041	1.0
138162	PA0767	PA2389	1.0
138164	PA0767	PA5204	1.0
138166	PA0837	PA3524	1.0
138168	PA1017	PA4534	1.0
138169	PA1017	PA4563	1.0
138170	PA1017	PA4250	1.0
138171	PA1017	PA4241	1.0
138172	PA1017	PA4264	1.0
138173	PA1017	PA5316	1.0
138174	PA1017	PA4237	1.0
138175	PA1017	PA4256	1.0
138176	PA1017	PA4244	1.0
138177	PA1017	PA4433	1.0
138178	PA1017	PA1804	1.0
138179	PA1017	PA4760	1.0
138180	PA4234	PA4700	1.0
138182	PA3814	PA5275	1.0
138184	PA5275	PA5275	1.0
138186	PA3814	PA5275	1.0
138188	PA2614	PA4668	1.0
138190	PA0973	PA4668	1.0
138192	PA2614	PA4668	1.0
138194	PA0973	PA2614	1.0
138200	PA4045	PA4707	1.0
138202	PA4045	PA4707	1.0
138204	PA4045	PA4707	1.0
138206	PA1532	PA1532	1.0
138208	PA1532	PA1532	1.0
138210	PA1532	PA3832	1.0
138212	PA1532	PA2961	1.0
138213	PA1532	PA3832	1.0
138215	PA1532	PA2961	1.0
138216	PA1532	PA3832	1.0
138218	PA1532	PA2961	1.0
138219	PA1532	PA3832	1.0
138221	PA3989	PA3989	1.0
138222	PA1532	PA1532	1.0
138224	PA1532	PA2961	1.0
138225	PA1532	PA3832	1.0
138227	PA2961	PA2961	1.0
138228	PA1532	PA2961	1.0
138229	PA1532	PA2961	1.0
138230	PA1532	PA3832	1.0
138232	PA1532	PA1532	1.0
138234	PA1532	PA2961	1.0
138235	PA1532	PA2961	1.0
138236	PA1180	PA1180	1.0
138238	PA4276	PA4747	1.0
138240	PA4243	PA4276	1.0
138242	PA4276	PA4747	1.0
138244	PA4243	PA4276	1.0
138246	PA4243	PA4243	1.0
138248	PA4276	PA4276	1.0
138250	PA4243	PA4276	1.0
138252	PA1376	PA2623	1.0
138254	PA1376	PA2623	1.0
138256	PA1376	PA2623	1.0
138258	PA1376	PA2623	1.0
138260	PA3878	PA3878	1.0
138262	PA3963	PA3963	1.0
138264	PA3963	PA3963	1.0
138267	PA2389	PA2389	1.0
138270	PA5159	PA5159	1.0
138272	PA2389	PA4974	1.0
138274	PA2389	PA2389	1.0
138276	PA5159	PA5159	1.0
138279	PA5567	PA5567	1.0
138281	PA5567	PA5567	1.0
138283	PA5567	PA5567	1.0
138285	PA0001	PA0001	1.0
138287	PA4446	PA4446	1.0
138289	PA4446	PA4446	1.0
138292	PA0652	PA4270	1.0
138294	PA0652	PA4269	1.0
138298	PA3296	PA4403	1.0
138300	PA4243	PA4276	1.0
138302	PA3296	PA4403	1.0
138304	PA1802	PA4407	1.0
138306	PA1802	PA4407	1.0
138308	PA4407	PA4407	1.0
138310	PA3768	PA5070	1.0
138312	PA3768	PA5070	1.0
138314	PA4234	PA4392	1.0
138316	PA2585	PA4392	1.0
138318	PA4234	PA4392	1.0
138329	PA4246	PA4746	1.0
138332	PA3258	PA5015	1.0
138333	PA4277	PA4465	1.0
138334	PA4265	PA4465	1.0
138337	PA3913	PA4265	1.0
138338	PA3913	PA5016	1.0
138340	PA3179	PA4753	1.0
138342	PA4544	PA4566	1.0
138344	PA3725	PA4277	1.0
138345	PA3725	PA4265	1.0
138348	PA3725	PA4760	1.0
138350	PA4277	PA4284	1.0
138351	PA4265	PA4284	1.0
138354	PA3656	PA4284	1.0
138356	PA5016	PA5345	1.0
138359	PA0009	PA4265	1.0
138360	PA0009	PA3257	1.0
138362	PA0382	PA2540	1.0
138364	PA0382	PA0579	1.0
138366	PA0382	PA3745	1.0
138368	PA0382	PA3656	1.0
138370	PA0382	PA3162	1.0
138372	PA0382	PA4252	1.0
138375	PA0382	PA4272	1.0
138377	PA0382	PA4248	1.0
138380	PA0382	PA3297	1.0
138382	PA0382	PA1794	1.0
138384	PA0382	PA2289	1.0
138386	PA0382	PA5015	1.0
138387	PA3639	PA4263	1.0
138389	PA3918	PA4273	1.0
138391	PA1505	PA4277	1.0
138392	PA1505	PA4265	1.0
138395	PA0394	PA4264	1.0
138397	PA4273	PA5320	1.0
138399	PA4263	PA4848	1.0
138401	PA0002	PA4848	1.0
138403	PA2975	PA3179	1.0
138405	PA2975	PA4269	1.0
138407	PA2975	PA4270	1.0
138409	PA2975	PA5316	1.0
138411	PA0428	PA2975	1.0
138413	PA2975	PA3639	1.0
138415	PA4768	PA4807	1.0
138417	PA4257	PA4768	1.0
138419	PA0995	PA5016	1.0
138421	PA0588	PA4755	1.0
138423	PA4277	PA4755	1.0
138424	PA4265	PA4755	1.0
138427	PA2744	PA4755	1.0
138429	PA4403	PA4755	1.0
138431	PA4264	PA4755	1.0
138433	PA4267	PA4755	1.0
138435	PA4246	PA4755	1.0
138437	PA3656	PA4755	1.0
138439	PA4433	PA4755	1.0
138441	PA4272	PA4755	1.0
138443	PA4251	PA4755	1.0
138445	PA4262	PA4755	1.0
138447	PA4260	PA4755	1.0
138449	PA4755	PA5239	1.0
138451	PA3562	PA4755	1.0
138453	PA1927	PA4755	1.0
138455	PA3770	PA4755	1.0
138457	PA4755	PA4761	1.0
138459	PA1802	PA4755	1.0
138461	PA4755	PA5554	1.0
138463	PA4755	PA5015	1.0
138464	PA4265	PA5063	1.0
138465	PA5015	PA5357	1.0
138466	PA1816	PA4265	1.0
138467	PA1816	PA4273	1.0
138469	PA4403	PA4967	1.0
138471	PA2540	PA4967	1.0
138474	PA4964	PA5016	1.0
138476	PA1532	PA4273	1.0
138478	PA0001	PA4265	1.0
138480	PA0001	PA0584	1.0
138482	PA0001	PA0963	1.0
138484	PA0903	PA4277	1.0
138485	PA0903	PA4265	1.0
138488	PA0903	PA4761	1.0
138490	PA3640	PA4265	1.0
138492	PA2870	PA5016	1.0
138494	PA2870	PA5015	1.0
138495	PA2870	PA4277	1.0
138496	PA2870	PA4265	1.0
138499	PA4277	PA4761	1.0
138500	PA4265	PA4761	1.0
138503	PA4272	PA4761	1.0
138505	PA4248	PA4761	1.0
138507	PA1803	PA4761	1.0
138509	PA0903	PA4761	1.0
138511	PA4738	PA4760	1.0
138513	PA4265	PA4760	1.0
138514	PA4241	PA4760	1.0
138516	PA4258	PA4760	1.0
138519	PA4272	PA4760	1.0
138521	PA3617	PA4760	1.0
138523	PA1760	PA4760	1.0
138525	PA0595	PA4760	1.0
138527	PA3179	PA4807	1.0
138529	PA0370	PA4265	1.0
138530	PA1529	PA3263	1.0
138532	PA1529	PA3987	1.0
138533	PA4422	PA5016	1.0
138535	PA3179	PA4740	1.0
138537	PA4248	PA4740	1.0
138539	PA4253	PA4937	1.0
138541	PA0584	PA4937	1.0
138543	PA0004	PA4265	1.0
138544	PA0004	PA4272	1.0
138546	PA0004	PA0008	1.0
138548	PA5015	PA5019	1.0
138549	PA3168	PA4265	1.0
138550	PA3168	PA3617	1.0
138552	PA2341	PA3168	1.0
138555	PA3168	PA4407	1.0
138557	PA3168	PA3746	1.0
138559	PA3168	PA4761	1.0
138561	PA3168	PA5016	1.0
138563	PA3337	PA4244	1.0
138565	PA3327	PA3337	1.0
138567	PA0932	PA3337	1.0
138569	PA4265	PA5239	1.0
138570	PA4277	PA4456	1.0
138571	PA4265	PA4456	1.0
138574	PA4456	PA4761	1.0
138576	PA0168	PA5117	1.0
138578	PA4663	PA4761	1.0
138580	PA1802	PA4265	1.0
138581	PA1802	PA2620	1.0
138583	PA4277	PA5050	1.0
138584	PA4265	PA5050	1.0
138587	PA1801	PA4251	1.0
138589	PA0766	PA1801	1.0
138591	PA1801	PA3168	1.0
138593	PA1801	PA4755	1.0
138595	PA1801	PA2476	1.0
138597	PA1801	PA4761	1.0
138599	PA1801	PA5015	1.0
138600	PA1801	PA4277	1.0
138601	PA1801	PA4265	1.0
138604	PA1801	PA4403	1.0
138606	PA1801	PA4264	1.0
138608	PA1801	PA4267	1.0
138611	PA1801	PA4433	1.0
138613	PA1801	PA4272	1.0
138615	PA1801	PA5239	1.0
138617	PA1801	PA3617	1.0
138619	PA1801	PA4967	1.0
138623	PA2620	PA4265	1.0
138624	PA2620	PA4403	1.0
138626	PA2620	PA4267	1.0
138628	PA2620	PA4239	1.0
138630	PA2620	PA4272	1.0
138632	PA2620	PA4251	1.0
138634	PA4265	PA4542	1.0
138635	PA3961	PA5016	1.0
138637	PA3297	PA4265	1.0
138638	PA3297	PA4259	1.0
138640	PA3297	PA4241	1.0
138642	PA4246	PA5500	1.0
138644	PA2540	PA5500	1.0
138646	PA3673	PA4277	1.0
138647	PA3673	PA4265	1.0
138650	PA3673	PA4239	1.0
138652	PA3673	PA4257	1.0
138654	PA3673	PA4262	1.0
138656	PA3673	PA4263	1.0
138658	PA3673	PA5239	1.0
138661	PA0652	PA4264	1.0
138663	PA0652	PA4246	1.0
138665	PA0652	PA4263	1.0
138669	PA0580	PA4265	1.0
138670	PA4138	PA4403	1.0
138672	PA0873	PA5016	1.0
138674	PA0004	PA3806	1.0
138676	PA3806	PA4266	1.0
138678	PA1760	PA3806	1.0
138680	PA1803	PA3806	1.0
138682	PA3179	PA3806	1.0
138684	PA3806	PA4265	1.0
138685	PA3806	PA4264	1.0
138687	PA3806	PA4269	1.0
138689	PA2976	PA3806	1.0
138691	PA3617	PA3806	1.0
138693	PA4277	PA5252	1.0
138694	PA4265	PA5252	1.0
138705	PA4265	PA4931	1.0
138706	PA4273	PA4931	1.0
138708	PA0577	PA4273	1.0
138710	PA3019	PA3700	1.0
138712	PA0336	PA5338	1.0
138714	PA0336	PA4272	1.0
138716	PA0336	PA2975	1.0
138718	PA0336	PA4395	1.0
138720	PA4277	PA5335	1.0
138721	PA4265	PA5335	1.0
138724	PA4270	PA5335	1.0
138726	PA4761	PA5335	1.0
138728	PA4760	PA5335	1.0
138730	PA3643	PA4265	1.0
138731	PA3179	PA3646	1.0
138733	PA1794	PA3646	1.0
138735	PA2540	PA3048	1.0
138737	PA5016	PA5180	1.0
138739	PA3179	PA3823	1.0
138741	PA3823	PA4270	1.0
138743	PA0576	PA4258	1.0
138745	PA0576	PA4244	1.0
138747	PA0576	PA4262	1.0
138749	PA0576	PA4260	1.0
138751	PA0576	PA3639	1.0
138753	PA0576	PA4267	1.0
138755	PA0576	PA4239	1.0
138757	PA0576	PA4257	1.0
138759	PA0576	PA3656	1.0
138762	PA0835	PA1175	1.0
138765	PA1174	PA5015	1.0
138766	PA4277	PA5334	1.0
138767	PA4265	PA5334	1.0
138770	PA3617	PA5334	1.0
138772	PA3875	PA5334	1.0
138774	PA4481	PA5334	1.0
138776	PA4760	PA5334	1.0
138778	PA3620	PA4265	1.0
138779	PA4265	PA5493	1.0
138780	PA4270	PA5493	1.0
138782	PA3861	PA4277	1.0
138783	PA3861	PA4265	1.0
138786	PA3861	PA4264	1.0
138788	PA3861	PA4274	1.0
138790	PA3861	PA4932	1.0
138792	PA3861	PA4761	1.0
138794	PA3861	PA5015	1.0
138795	PA0836	PA4265	1.0
138796	PA3554	PA4275	1.0
138798	PA2389	PA4275	1.0
138800	PA4052	PA4246	1.0
138802	PA4052	PA4239	1.0
138804	PA3656	PA4052	1.0
138806	PA4052	PA4433	1.0
138808	PA4052	PA4263	1.0
138810	PA4244	PA4745	1.0
138812	PA4262	PA4745	1.0
138814	PA4277	PA4745	1.0
138815	PA4265	PA4745	1.0
138818	PA3308	PA4246	1.0
138820	PA3308	PA4263	1.0
138822	PA2218	PA5015	1.0
138823	PA1804	PA2735	1.0
138824	PA1678	PA1800	1.0
138826	PA1678	PA4263	1.0
138828	PA1678	PA4761	1.0
138830	PA3645	PA4277	1.0
138831	PA3645	PA4265	1.0
138834	PA3645	PA4246	1.0
138837	PA3645	PA4433	1.0
138839	PA3645	PA4272	1.0
138841	PA3645	PA4248	1.0
138843	PA3645	PA4262	1.0
138845	PA1803	PA3645	1.0
138847	PA1794	PA3645	1.0
138849	PA3645	PA3746	1.0
138851	PA1610	PA4277	1.0
138852	PA1610	PA4265	1.0
138855	PA1610	PA4432	1.0
138857	PA1610	PA4246	1.0
138860	PA1610	PA2840	1.0
138862	PA1610	PA5104	1.0
138864	PA1610	PA3639	1.0
138866	PA1806	PA3048	1.0
138868	PA1806	PA4264	1.0
138870	PA1806	PA3162	1.0
138872	PA1806	PA4272	1.0
138874	PA1806	PA5239	1.0
138876	PA1678	PA3981	1.0
138878	PA3179	PA3981	1.0
138880	PA3048	PA3981	1.0
138882	PA3981	PA4403	1.0
138884	PA3981	PA4272	1.0
138886	PA3645	PA3981	1.0
138889	PA2859	PA4246	1.0
138891	PA2859	PA3656	1.0
138893	PA2859	PA4270	1.0
138895	PA2859	PA4263	1.0
138897	PA3998	PA4277	1.0
138898	PA3998	PA4265	1.0
138901	PA4005	PA4253	1.0
138903	PA0584	PA4005	1.0
138905	PA4920	PA5445	1.0
138907	PA3554	PA4920	1.0
138909	PA2828	PA4277	1.0
138910	PA2828	PA4265	1.0
138913	PA3803	PA5239	1.0
138915	PA1125	PA3814	1.0
138917	PA2959	PA4277	1.0
138918	PA2959	PA4265	1.0
138921	PA4266	PA5038	1.0
138923	PA1543	PA4266	1.0
138925	PA4266	PA4277	1.0
138926	PA4266	PA4920	1.0
138928	PA0584	PA4265	1.0
138929	PA0584	PA4263	1.0
138931	PA3011	PA3179	1.0
138933	PA1799	PA3011	1.0
138935	PA3011	PA4241	1.0
138937	PA3011	PA4257	1.0
138939	PA3011	PA3898	1.0
138940	PA2389	PA3011	1.0
138942	PA0903	PA3011	1.0
138944	PA4265	PA4481	1.0
138945	PA4481	PA4609	1.0
138947	PA4270	PA4481	1.0
138949	PA3617	PA4481	1.0
138951	PA1760	PA4481	1.0
138953	PA0009	PA4481	1.0
138955	PA4266	PA4481	1.0
138957	PA3639	PA4481	1.0
138959	PA3686	PA4269	1.0
138960	PA1017	PA2976	1.0
138961	PA2976	PA3179	1.0
138963	PA2976	PA3048	1.0
138965	PA2976	PA4277	1.0
138966	PA2976	PA4265	1.0
138969	PA0579	PA2976	1.0
138971	PA2976	PA4267	1.0
138973	PA2976	PA4239	1.0
138975	PA2976	PA4257	1.0
138977	PA2976	PA3656	1.0
138979	PA2976	PA4258	1.0
138981	PA2976	PA4274	1.0
138983	PA2976	PA4932	1.0
138985	PA2976	PA4262	1.0
138987	PA2976	PA4263	1.0
138989	PA2976	PA4260	1.0
138991	PA2976	PA4273	1.0
138993	PA2976	PA3563	1.0
138995	PA2976	PA3645	1.0
138997	PA2976	PA3635	1.0
138999	PA2976	PA4761	1.0
139001	PA2840	PA2976	1.0
139003	PA3528	PA5016	1.0
139005	PA4265	PA4363	1.0
139006	PA4277	PA4749	1.0
139007	PA4265	PA4749	1.0
139010	PA3617	PA4749	1.0
139012	PA4411	PA4749	1.0
139014	PA2615	PA5015	1.0
139015	PA0002	PA0956	1.0
139017	PA0956	PA5015	1.0
139018	PA0002	PA4007	1.0
139019	PA4007	PA5015	1.0
139020	PA4277	PA4662	1.0
139021	PA4265	PA4662	1.0
139024	PA4277	PA4450	1.0
139025	PA4265	PA4450	1.0
139028	PA4418	PA4450	1.0
139030	PA4265	PA4411	1.0
139031	PA4411	PA4761	1.0
139033	PA4417	PA4758	1.0
139035	PA2840	PA3179	1.0
139037	PA2840	PA3639	1.0
139039	PA4053	PA4277	1.0
139040	PA4053	PA4265	1.0
139043	PA4053	PA4263	1.0
139045	PA3337	PA4053	1.0
139047	PA4561	PA5015	1.0
139048	PA3811	PA4277	1.0
139049	PA3811	PA4265	1.0
139052	PA3811	PA4269	1.0
139054	PA4277	PA4407	1.0
139055	PA4265	PA4407	1.0
139058	PA4264	PA4407	1.0
139060	PA4246	PA4407	1.0
139062	PA4251	PA4407	1.0
139064	PA3617	PA4407	1.0
139066	PA4266	PA4407	1.0
139068	PA2615	PA4407	1.0
139070	PA4277	PA4560	1.0
139071	PA4265	PA4560	1.0
139074	PA1596	PA4269	1.0
139076	PA4031	PA4277	1.0
139077	PA4031	PA4265	1.0
139080	PA4031	PA4262	1.0
139082	PA3337	PA4031	1.0
139084	PA4031	PA4385	1.0
139086	PA0002	PA4031	1.0
139088	PA4031	PA4761	1.0
139090	PA3007	PA4246	1.0
139092	PA1803	PA4265	1.0
139093	PA1803	PA2741	1.0
139095	PA3563	PA4277	1.0
139096	PA3563	PA4265	1.0
139099	PA3563	PA4257	1.0
139101	PA3337	PA3563	1.0
139103	PA2743	PA4274	1.0
139105	PA2743	PA4272	1.0
139107	PA2743	PA4251	1.0
139109	PA2743	PA4262	1.0
139111	PA2743	PA4477	1.0
139113	PA2540	PA2743	1.0
139115	PA4056	PA4744	1.0
139117	PA4265	PA4481	1.0
139118	PA3655	PA4265	1.0
139119	PA4265	PA4403	1.0
139120	PA0546	PA4265	1.0
139122	PA2735	PA5237	1.0
139123	PA1813	PA2735	1.0
139124	PA0588	PA1124	1.0
139126	PA3654	PA5239	1.0
139128	PA3617	PA3654	1.0
139130	PA2684	PA3700	1.0
139133	PA2545	PA5016	1.0
139135	PA2545	PA5015	1.0
139136	PA4264	PA4672	1.0
139138	PA4672	PA5315	1.0
139140	PA4258	PA4672	1.0
139142	PA4433	PA4672	1.0
139144	PA4262	PA4672	1.0
139146	PA4385	PA4672	1.0
139148	PA1476	PA4672	1.0
139150	PA2840	PA3179	1.0
139152	PA2840	PA4647	1.0
139154	PA1589	PA2840	1.0
139156	PA2840	PA4567	1.0
139158	PA2840	PA4256	1.0
139160	PA2840	PA3045	1.0
139162	PA2840	PA4504	1.0
139164	PA1616	PA2840	1.0
139166	PA2976	PA4761	1.0
139168	PA2976	PA4761	1.0
139170	PA2976	PA4761	1.0
139172	PA2976	PA3258	1.0
139174	PA2976	PA5316	1.0
139176	PA2976	PA3825	1.0
139178	PA2976	PA4506	1.0
139180	PA2840	PA2976	1.0
139182	PA2976	PA5022	1.0
139184	PA2976	PA3635	1.0
139186	PA2976	PA4260	1.0
139188	PA2976	PA4761	1.0
139190	PA2976	PA4273	1.0
139192	PA2976	PA3258	1.0
139194	PA2976	PA3825	1.0
139196	PA2976	PA5022	1.0
139198	PA2976	PA3635	1.0
139200	PA2976	PA3825	1.0
139202	PA2976	PA4273	1.0
139204	PA2976	PA4761	1.0
139206	PA2976	PA5022	1.0
139208	PA2976	PA3635	1.0
139210	PA2976	PA4260	1.0
139212	PA2976	PA4761	1.0
139214	PA2976	PA3825	1.0
139216	PA2976	PA5022	1.0
139218	PA2976	PA3635	1.0
139220	PA2976	PA3635	1.0
139222	PA2976	PA3825	1.0
139224	PA2877	PA2976	1.0
139226	PA2976	PA5022	1.0
139228	PA2976	PA4273	1.0
139230	PA2976	PA4761	1.0
139232	PA2976	PA3825	1.0
139234	PA2976	PA4244	1.0
139236	PA2976	PA5022	1.0
139238	PA2976	PA3635	1.0
139240	PA2976	PA4244	1.0
139242	PA2976	PA4932	1.0
139244	PA2976	PA3635	1.0
139246	PA2976	PA5022	1.0
139248	PA2976	PA4260	1.0
139250	PA2976	PA4273	1.0
139252	PA2976	PA5316	1.0
139254	PA2976	PA3825	1.0
139256	PA2877	PA2976	1.0
139258	PA3002	PA4270	1.0
139260	PA3002	PA4270	1.0
139264	PA4403	PA5429	1.0
139266	PA2621	PA4672	1.0
139268	PA4277	PA4672	1.0
139269	PA4265	PA4672	1.0
139272	PA3799	PA4257	1.0
139274	PA3656	PA3799	1.0
139276	PA3799	PA4253	1.0
139278	PA3799	PA4262	1.0
139280	PA3799	PA4260	1.0
139282	PA2540	PA3799	1.0
139284	PA0835	PA4277	1.0
139285	PA0835	PA4265	1.0
139288	PA0963	PA5035	1.0
139290	PA3179	PA4740	1.0
139292	PA3179	PA5019	1.0
139294	PA3179	PA5209	1.0
139296	PA3048	PA3179	1.0
139298	PA3179	PA4937	1.0
139300	PA3179	PA4241	1.0
139302	PA3179	PA4264	1.0
139304	PA3179	PA4267	1.0
139306	PA3179	PA4246	1.0
139308	PA3179	PA4239	1.0
139310	PA3179	PA4257	1.0
139312	PA3179	PA3656	1.0
139314	PA3162	PA3179	1.0
139316	PA3179	PA4433	1.0
139318	PA3179	PA4932	1.0
139320	PA3179	PA4248	1.0
139322	PA3179	PA4251	1.0
139324	PA3179	PA4262	1.0
139326	PA3179	PA4263	1.0
139328	PA3179	PA4260	1.0
139330	PA3179	PA4273	1.0
139332	PA3179	PA3297	1.0
139334	PA3179	PA3972	1.0
139336	PA3179	PA5015	1.0
139337	PA3564	PA4277	1.0
139338	PA3564	PA4265	1.0
139341	PA2539	PA5549	1.0
139343	PA4265	PA5366	1.0
139344	PA3875	PA5366	1.0
139346	PA3017	PA4265	1.0
139347	PA3810	PA4403	1.0
139349	PA3810	PA4272	1.0
139351	PA1760	PA2966	1.0
139353	PA0954	PA2966	1.0
139355	PA2966	PA4510	1.0
139357	PA3980	PA4265	1.0
139358	PA3980	PA4760	1.0
139360	PA4277	PA5503	1.0
139361	PA4265	PA5503	1.0
139364	PA1456	PA5015	1.0
139365	PA4465	PA4720	1.0
139367	PA2540	PA4282	1.0
139369	PA3622	PA4265	1.0
139370	PA3622	PA3656	1.0
139372	PA3622	PA4269	1.0
139374	PA3622	PA4273	1.0
139376	PA3714	PA4277	1.0
139377	PA3714	PA4265	1.0
139380	PA0579	PA3714	1.0
139394	PA4244	PA4269	1.0
139396	PA4269	PA4433	1.0
139398	PA4265	PA4270	1.0
139399	PA1754	PA4270	1.0
139401	PA4270	PA5554	1.0
139404	PA4238	PA5016	1.0
139406	PA4238	PA5015	1.0
139407	PA0363	PA4262	1.0
139409	PA0376	PA4239	1.0
139411	PA0376	PA4269	1.0
139413	PA0376	PA4263	1.0
139415	PA4423	PA4462	1.0
139417	PA4262	PA4462	1.0
139419	PA2738	PA4239	1.0
139421	PA2738	PA3656	1.0
139423	PA2738	PA4251	1.0
139425	PA2738	PA4263	1.0
139427	PA2738	PA4273	1.0
139429	PA2622	PA3639	1.0
139431	PA2622	PA3179	1.0
139433	PA2622	PA4740	1.0
139435	PA0456	PA3179	1.0
139437	PA0456	PA3048	1.0
139439	PA0456	PA4403	1.0
139441	PA0456	PA3297	1.0
139443	PA0456	PA4751	1.0
139445	PA0266	PA0456	1.0
139447	PA3179	PA3266	1.0
139449	PA2975	PA3266	1.0
139451	PA3266	PA4239	1.0
139453	PA3266	PA4262	1.0
139455	PA3266	PA4273	1.0
139457	PA2476	PA3266	1.0
139459	PA0002	PA3266	1.0
139461	PA2840	PA3266	1.0
139463	PA0584	PA3266	1.0
139465	PA3266	PA3639	1.0
139467	PA4246	PA4265	1.0
139468	PA4277	PA4427	1.0
139469	PA4265	PA4427	1.0
139472	PA3640	PA4427	1.0
139477	PA2540	PA3554	1.0
139479	PA0968	PA4260	1.0
139481	PA0968	PA2540	1.0
139484	PA1760	PA4277	1.0
139485	PA1760	PA4265	1.0
139489	PA1760	PA5239	1.0
139491	PA1760	PA5366	1.0
139493	PA1760	PA4481	1.0
139495	PA1760	PA4385	1.0
139497	PA0546	PA1760	1.0
139499	PA1105	PA1760	1.0
139501	PA1760	PA2951	1.0
139503	PA1760	PA4760	1.0
139505	PA3179	PA5569	1.0
139507	PA5338	PA5569	1.0
139509	PA0584	PA5079	1.0
139511	PA0771	PA4265	1.0
139512	PA0771	PA4246	1.0
139514	PA0771	PA1803	1.0
139516	PA3126	PA4265	1.0
139517	PA1760	PA3126	1.0
139519	PA2341	PA3126	1.0
139521	PA3832	PA5019	1.0
139523	PA3832	PA4234	1.0
139525	PA3832	PA4264	1.0
139527	PA1803	PA3832	1.0
139529	PA3658	PA3832	1.0
139531	PA1532	PA3832	1.0
139533	PA2620	PA3832	1.0
139535	PA2961	PA4264	1.0
139536	PA2961	PA4273	1.0
139537	PA1532	PA2961	1.0
139538	PA3617	PA4044	1.0
139540	PA4044	PA4265	1.0
139541	PA4044	PA4481	1.0
139543	PA1803	PA4044	1.0
139545	PA4044	PA5015	1.0
139546	PA1013	PA1800	1.0
139548	PA1013	PA4761	1.0
139550	PA0010	PA5015	1.0
139551	PA3875	PA4265	1.0
139552	PA3617	PA3875	1.0
139554	PA2976	PA3635	1.0
139556	PA3635	PA3645	1.0
139558	PA4265	PA4403	1.0
139559	PA2743	PA4403	1.0
139561	PA1926	PA4403	1.0
139562	PA3179	PA4944	1.0
139564	PA4277	PA4944	1.0
139565	PA4265	PA4944	1.0
139568	PA4403	PA4944	1.0
139570	PA4241	PA4944	1.0
139572	PA4269	PA4944	1.0
139574	PA4270	PA4944	1.0
139576	PA4262	PA4944	1.0
139578	PA4263	PA4944	1.0
139580	PA4260	PA4944	1.0
139582	PA2976	PA4944	1.0
139584	PA1803	PA4944	1.0
139586	PA4761	PA4944	1.0
139588	PA3972	PA4944	1.0
139590	PA3179	PA5338	1.0
139592	PA4265	PA5338	1.0
139593	PA4240	PA5338	1.0
139595	PA1818	PA4244	1.0
139610	PA1707	PA5054	1.0
139612	PA4265	PA5054	1.0
139613	PA4403	PA5054	1.0
139615	PA4272	PA5054	1.0
139617	PA3617	PA5054	1.0
139619	PA2639	PA5054	1.0
139621	PA3875	PA5054	1.0
139623	PA1927	PA5054	1.0
139625	PA1803	PA5054	1.0
139627	PA4266	PA5054	1.0
139629	PA4407	PA5054	1.0
139631	PA0281	PA5054	1.0
139632	PA0584	PA5054	1.0
139634	PA4263	PA5525	1.0
139636	PA2586	PA4277	1.0
139637	PA2586	PA4265	1.0
139640	PA3184	PA4751	1.0
139642	PA3746	PA4265	1.0
139643	PA3746	PA4240	1.0
139645	PA3746	PA4246	1.0
139647	PA2585	PA4949	1.0
139649	PA1119	PA2585	1.0
139651	PA2585	PA4240	1.0
139653	PA2585	PA3656	1.0
139656	PA2585	PA5015	1.0
139657	PA1052	PA3138	1.0
139659	PA3655	PA4265	1.0
139660	PA4277	PA4946	1.0
139661	PA4265	PA4946	1.0
139664	PA1807	PA4277	1.0
139665	PA1807	PA4265	1.0
139669	PA0374	PA4277	1.0
139670	PA0374	PA4265	1.0
139673	PA0374	PA3656	1.0
139675	PA0374	PA3337	1.0
139677	PA4265	PA4676	1.0
139678	PA4272	PA4752	1.0
139680	PA4265	PA4752	1.0
139681	PA4239	PA4752	1.0
139683	PA4262	PA4752	1.0
139685	PA4263	PA4752	1.0
139687	PA4752	PA5016	1.0
139689	PA0546	PA4762	1.0
139691	PA1926	PA4785	1.0
139693	PA3022	PA4513	1.0
139695	PA1838	PA3022	1.0
139696	PA1803	PA2614	1.0
139698	PA2614	PA5015	1.0
139699	PA1815	PA5050	1.0
139701	PA1815	PA5015	1.0
139702	PA4261	PA4403	1.0
139704	PA4277	PA5193	1.0
139705	PA4265	PA5193	1.0
139708	PA3636	PA4273	1.0
139711	PA3636	PA4385	1.0
139713	PA0546	PA3636	1.0
139715	PA2127	PA3636	1.0
139717	PA3636	PA4277	1.0
139718	PA3636	PA4265	1.0
139721	PA3636	PA4241	1.0
139723	PA2979	PA4277	1.0
139724	PA2979	PA4265	1.0
139727	PA4262	PA5209	1.0
