	protein1	protein2	cost
97265	PA1801	PA4761	1.0
97267	PA1801	PA5239	1.0
97270	PA1801	PA4264	1.0
97272	PA1801	PA4403	1.0
97284	PA0404	PA4566	1.0
97287	PA0404	PA3617	1.0
97289	PA0404	PA4275	1.0
97291	PA1619	PA4392	1.0
97292	PA1619	PA4392	1.5
97293	PA1619	PA4392	1.0
97294	PA3645	PA3746	1.5
97296	PA1750	PA1750	1.0
97298	PA3645	PA3746	1.0
97300	PA3645	PA3645	1.0
97302	PA3563	PA3563	1.0
97304	PA2709	PA2709	1.0
97306	PA1017	PA5316	1.0
97307	PA5195	PA5316	1.0
97309	PA2961	PA5316	1.5
97310	PA2961	PA5316	1.0
97311	PA2975	PA5316	1.5
97313	PA2975	PA5316	1.0
97315	PA3623	PA5316	1.5
97317	PA3623	PA5316	1.0
97319	PA3344	PA5316	1.5
97320	PA1815	PA5316	1.5
97322	PA0576	PA5316	1.0
97324	PA0576	PA5316	1.5
97326	PA1859	PA5316	1.5
97328	PA1859	PA5316	1.0
97330	PA1154	PA5316	1.5
97331	PA1017	PA5316	1.5
97332	PA1017	PA5316	1.0
97335	PA2975	PA5316	1.0
97337	PA2966	PA5316	1.0
97340	PA2961	PA5316	1.0
97341	PA5316	PA5493	1.0
97343	PA3344	PA5316	1.0
97344	PA1815	PA5316	1.0
97346	PA0576	PA5316	1.0
97348	PA2961	PA5316	1.0
97352	PA1802	PA4407	1.0
97354	PA1802	PA4407	1.0
97359	PA5147	PA5147	1.0
97361	PA1802	PA4755	1.0
97363	PA4761	PA5147	1.0
97365	PA1802	PA4407	1.0
97367	PA1802	PA4407	1.0
97375	PA1802	PA2827	1.0
97380	PA1366	PA5310	1.0
97381	PA1366	PA5310	1.5
97382	PA4248	PA4761	1.0
97384	PA4427	PA5239	1.0
97386	PA4427	PA5239	1.5
97388	PA4427	PA5239	1.0
97390	PA1103	PA3011	1.0
97391	PA0947	PA0947	1.0
97393	PA0552	PA5045	1.5
97395	PA0552	PA5045	1.0
97397	PA0552	PA5045	1.0
97399	PA5045	PA5549	1.0
97401	PA5045	PA5549	1.5
97403	PA3162	PA5045	1.5
97405	PA3162	PA5045	1.0
97407	PA0963	PA5045	1.0
97409	PA0963	PA5045	1.5
97411	PA2967	PA5045	1.5
97413	PA2967	PA5045	1.0
97415	PA4602	PA5045	1.0
97417	PA4602	PA5045	1.5
97421	PA3649	PA4417	1.5
97423	PA3649	PA4417	1.0
97425	PA0797	PA4385	1.0
97427	PA1996	PA3891	1.5
97429	PA1996	PA3891	1.0
97431	PA2840	PA4256	1.0
97433	PA0009	PA4256	1.0
97435	PA1770	PA4700	1.5
97437	PA1770	PA4700	1.0
97439	PA0009	PA3257	1.0
97441	PA3735	PA4266	1.0
97442	PA4700	PA4700	1.0
97444	PA3804	PA4700	1.0
97446	PA0456	PA5075	1.0
97448	PA0456	PA5075	1.5
97450	PA4250	PA5075	1.0
97452	PA4250	PA5075	1.5
97454	PA1366	PA5310	1.0
97455	PA1366	PA5310	1.0
97456	PA3162	PA4920	1.5
97458	PA1770	PA4729	1.5
97460	PA1770	PA4729	1.0
97462	PA0393	PA1609	1.5
97463	PA0393	PA1609	1.0
97464	PA0482	PA2156	1.5
97466	PA4270	PA5366	1.0
97468	PA0482	PA0482	1.0
97470	PA1640	PA1640	1.0
97472	PA2968	PA5107	1.5
97473	PA2968	PA5107	1.0
97474	PA4445	PA4538	1.5
97476	PA4445	PA4538	1.0
97478	PA4273	PA4445	1.0
97480	PA4273	PA4445	1.5
97482	PA4730	PA5555	1.0
97484	PA3639	PA4761	1.0
97486	PA3266	PA3639	1.0
97488	PA1996	PA3639	1.0
97490	PA0576	PA3639	1.0
97492	PA3482	PA4260	1.0
97494	PA3482	PA3482	1.0
97496	PA3482	PA4260	1.0
97498	PA4243	PA4243	1.0
97500	PA3244	PA3244	1.0
97502	PA3244	PA3244	1.0
97504	PA3244	PA3244	1.0
97506	PA3244	PA3244	1.0
97508	PA3244	PA3244	1.0
97510	PA3244	PA3244	1.0
97512	PA4056	PA4267	1.0
97515	PA4243	PA4243	1.0
97517	PA3656	PA4748	1.0
97519	PA3179	PA3656	1.0
97521	PA3656	PA3811	1.0
97523	PA1017	PA3656	1.0
97524	PA1800	PA5107	1.5
97525	PA1800	PA5107	1.0
97526	PA1800	PA3194	1.5
97528	PA1800	PA3194	1.0
97530	PA4272	PA4411	1.0
97532	PA4272	PA4411	1.5
97534	PA0492	PA1800	1.0
97536	PA0492	PA1800	1.5
97539	PA1410	PA1800	1.0
97541	PA1410	PA1800	1.5
97544	PA3656	PA5054	1.0
97547	PA3656	PA4988	1.0
97549	PA3656	PA3987	1.0
97550	PA4271	PA4411	1.0
97552	PA3656	PA4412	1.0
97555	PA4411	PA4411	1.0
97557	PA4411	PA4411	1.0
97559	PA3656	PA4558	1.0
97561	PA4057	PA4568	1.0
97564	PA4057	PA4568	1.0
97566	PA4057	PA4568	1.5
97568	PA0892	PA4057	1.0
97570	PA2726	PA2726	1.0
97572	PA3368	PA4057	1.0
97574	PA2606	PA3946	1.5
97576	PA2606	PA3946	1.0
97578	PA2527	PA3657	1.5
97580	PA2527	PA3657	1.0
97582	PA3946	PA4542	1.0
97584	PA2527	PA3657	1.0
97586	PA2606	PA3946	1.0
97588	PA2527	PA2527	1.0
97590	PA2527	PA2527	1.0
97592	PA4542	PA4542	1.0
97594	PA4542	PA4542	1.0
97596	PA4250	PA5118	1.5
97598	PA4250	PA5118	1.0
97600	PA5107	PA5360	1.0
97601	PA5107	PA5360	1.5
97602	PA4260	PA5107	1.5
97603	PA4260	PA5107	1.0
97604	PA4250	PA5107	1.5
97605	PA4250	PA5107	1.0
97606	PA0607	PA4770	1.5
97608	PA0607	PA4770	1.0
97610	PA4542	PA4761	1.0
97612	PA4542	PA4761	1.0
97614	PA4542	PA4761	1.0
97616	PA4542	PA4761	1.0
97618	PA4542	PA4761	1.0
97620	PA4542	PA4761	1.0
97622	PA4542	PA4542	1.0
97624	PA4542	PA4542	1.0
97626	PA4542	PA4542	1.0
97628	PA4542	PA4542	1.0
97630	PA4542	PA4542	1.0
97632	PA4542	PA4542	1.0
97634	PA4542	PA4542	1.0
97636	PA4542	PA4542	1.0
97638	PA4542	PA4542	1.0
97640	PA4542	PA4542	1.0
97642	PA4542	PA4542	1.0
97644	PA4542	PA4542	1.0
97651	PA4542	PA4568	1.0
97653	PA4267	PA4542	1.0
97655	PA4250	PA4542	1.0
97657	PA0903	PA5549	1.5
97659	PA0903	PA5549	1.0
97661	PA0607	PA4770	1.0
97663	PA4542	PA4542	1.0
97665	PA4250	PA5118	1.0
97667	PA4542	PA4542	1.0
97669	PA4542	PA4761	1.0
97671	PA4542	PA4761	1.0
97673	PA4542	PA4761	1.0
97675	PA4542	PA4761	1.0
97677	PA4542	PA4761	1.0
97679	PA4542	PA4761	1.0
97681	PA4542	PA4542	1.0
97683	PA4542	PA4761	1.0
97685	PA4755	PA4761	1.0
97687	PA4262	PA4755	1.0
97689	PA4246	PA4755	1.0
97691	PA4267	PA4755	1.0
97693	PA1927	PA4755	1.0
97700	PA3935	PA3935	1.0
97702	PA3935	PA3935	1.0
97705	PA3935	PA3935	1.0
97707	PA3935	PA3935	1.5
97709	PA3935	PA3935	1.5
97711	PA3638	PA3714	1.5
97713	PA3638	PA3714	1.0
97715	PA3714	PA4277	1.0
97716	PA3714	PA4265	1.0
97719	PA0652	PA3714	1.0
97721	PA3638	PA3714	1.0
97727	PA3744	PA5223	1.0
97730	PA4271	PA5443	1.0
97732	PA4246	PA5443	1.0
97734	PA3654	PA4568	1.5
97736	PA3654	PA4568	1.0
97738	PA3654	PA4403	1.0
97740	PA1927	PA5443	1.0
97742	PA1927	PA5443	1.0
97744	PA3738	PA5356	1.0
97746	PA3179	PA4935	1.5
97748	PA3179	PA4935	1.0
97750	PA4481	PA4935	1.0
97752	PA4481	PA4935	1.5
97759	PA4481	PA4935	1.0
97761	PA4935	PA5567	1.0
97764	PA5163	PA5163	1.0
97766	PA3045	PA4516	1.0
97768	PA4031	PA4262	1.0
97770	PA4031	PA4262	1.5
97772	PA4031	PA4262	1.0
97774	PA4262	PA4809	1.5
97776	PA4262	PA4809	1.0
97778	PA4258	PA4952	1.0
97780	PA3162	PA4952	1.0
97782	PA4257	PA4952	1.0
97785	PA4030	PA4617	1.0
97786	PA4253	PA4937	1.0
97788	PA1804	PA3179	1.5
97790	PA1804	PA3179	1.0
97792	PA1804	PA3823	1.5
97794	PA1804	PA3823	1.0
97799	PA1804	PA3823	1.0
97801	PA4662	PA5356	1.0
97803	PA1307	PA4662	1.0
97805	PA4662	PA5279	1.0
97807	PA3088	PA5338	1.0
97809	PA3088	PA5338	1.0
97811	PA3088	PA5338	1.5
97816	PA4568	PA4670	1.0
97818	PA4433	PA4670	1.0
97820	PA3643	PA4265	1.0
97821	PA3643	PA4265	1.0
97822	PA3643	PA4265	1.5
97823	PA4270	PA5198	1.0
97825	PA3643	PA4265	1.0
97826	PA4670	PA4674	1.0
97828	PA3263	PA4670	1.0
97830	PA4282	PA4670	1.0
97832	PA0772	PA4264	1.0
97834	PA0772	PA4264	1.5
97838	PA0552	PA1610	1.5
97840	PA0552	PA1610	1.0
97842	PA1610	PA4274	1.0
97844	PA1610	PA4274	1.5
97846	PA4938	PA5281	1.0
97848	PA4938	PA5281	1.5
97850	PA1610	PA4277	1.0
97851	PA1610	PA4265	1.0
97854	PA3179	PA4433	1.0
97856	PA3179	PA5019	1.5
97858	PA3179	PA5019	1.0
97860	PA4234	PA4745	1.5
97862	PA4234	PA4745	1.0
97864	PA3194	PA5239	1.5
97866	PA3194	PA5239	1.0
97868	PA3194	PA3648	1.5
97870	PA3194	PA3648	1.0
97872	PA3179	PA4433	1.5
97874	PA4234	PA4234	1.0
97876	PA4234	PA4234	1.0
97878	PA3832	PA4234	1.0
97880	PA4234	PA4745	1.0
97882	PA1505	PA4277	1.0
97883	PA1505	PA4265	1.0
97886	PA4545	PA4765	1.0
97887	PA4545	PA4765	1.0
97888	PA2000	PA4545	1.0
97889	PA3687	PA4234	1.0
97891	PA4545	PA4765	1.0
97893	PA3112	PA4545	1.0
97894	PA2000	PA4545	1.0
97895	PA4234	PA4234	1.0
97897	PA4234	PA4234	1.0
97899	PA3461	PA5131	1.5
97901	PA3461	PA5131	1.0
97903	PA3461	PA5131	1.0
97905	PA2615	PA4407	1.5
97907	PA2615	PA4407	1.0
97909	PA2615	PA4407	1.0
97911	PA2615	PA4407	1.0
97913	PA2615	PA4409	1.0
97915	PA2615	PA4964	1.0
97917	PA2615	PA4964	1.0
97919	PA2615	PA4964	1.0
97921	PA2615	PA4409	1.0
97923	PA2615	PA4409	1.0
97925	PA2615	PA4409	1.0
97927	PA0357	PA1457	1.0
97928	PA2615	PA4409	1.0
97930	PA2615	PA4407	1.0
97932	PA3171	PA4258	1.0
97934	PA3171	PA4258	1.0
97936	PA3171	PA4258	1.0
97938	PA3171	PA4258	1.0
97940	PA4053	PA4053	1.0
97942	PA4053	PA4053	1.0
97944	PA4053	PA4053	1.0
97946	PA4053	PA4053	1.0
97948	PA0652	PA4246	1.0
97956	PA2539	PA5555	1.0
97961	PA4403	PA4403	1.0
97963	PA4403	PA4403	1.0
97965	PA4403	PA4403	1.0
97967	PA4403	PA4403	1.0
97969	PA4403	PA4403	1.0
97971	PA1472	PA1472	1.0
97972	PA1472	PA1472	1.5
97974	PA1476	PA4762	1.0
97976	PA0381	PA4762	1.0
97977	PA0381	PA4762	1.0
97978	PA0381	PA4762	1.5
97979	PA0783	PA0783	1.0
97981	PA1183	PA5489	1.0
97982	PA1183	PA5489	1.5
97983	PA2147	PA5489	1.0
97984	PA2147	PA5489	1.5
97985	PA1183	PA5489	1.0
97986	PA2147	PA5489	1.0
97987	PA0869	PA1376	1.0
97989	PA1376	PA5021	1.0
97991	PA0393	PA4264	1.0
97992	PA0393	PA4264	1.5
97993	PA4264	PA5338	1.5
97995	PA4264	PA5338	1.0
97997	PA1588	PA4264	1.0
97999	PA1588	PA4264	1.5
98001	PA4264	PA5531	1.0
98003	PA4264	PA5531	1.5
98005	PA4264	PA4407	1.0
98007	PA3832	PA4264	1.0
98009	PA4264	PA4450	1.0
98011	PA4031	PA4264	1.0
98013	PA4264	PA4672	1.0
98015	PA4264	PA5338	1.0
98017	PA4253	PA4670	1.0
98027	PA0576	PA1261	1.0
98029	PA2551	PA4848	1.0
98031	PA0576	PA1261	1.0
98033	PA1017	PA4259	1.0
98034	PA3179	PA4259	1.0
98036	PA3179	PA4259	1.5
98038	PA3161	PA4259	1.0
98040	PA0762	PA4259	1.0
98042	PA4249	PA4259	1.0
98044	PA4249	PA4259	1.0
98046	PA3744	PA4259	1.0
98048	PA3744	PA4259	1.0
98050	PA4588	PA4588	1.0
98052	PA4588	PA4588	1.0
98056	PA2741	PA4261	1.0
98058	PA2741	PA4261	1.5
98061	PA4261	PA4931	1.5
98063	PA4261	PA5555	1.0
98065	PA4261	PA4931	1.0
98067	PA4261	PA5550	1.0
98070	PA1337	PA1483	1.0
98072	PA4031	PA4277	1.0
98073	PA4031	PA4265	1.0
98076	PA4031	PA4258	1.0
98081	PA0314	PA4385	1.5
98083	PA0314	PA4385	1.0
98085	PA3898	PA5493	1.0
98086	PA3898	PA5493	1.5
98087	PA3898	PA5493	1.0
98088	PA1787	PA3648	1.0
98090	PA1787	PA3648	1.5
98092	PA0354	PA3162	1.5
98094	PA0354	PA3162	1.0
98096	PA4031	PA4385	1.5
98103	PA0314	PA4385	1.0
98105	PA2961	PA4061	1.0
98106	PA2961	PA4061	1.5
98107	PA2961	PA4061	1.0
98108	PA1760	PA4385	1.0
98110	PA4433	PA5493	1.0
98112	PA4270	PA5493	1.0
98114	PA4031	PA4385	1.0
98117	PA0589	PA4385	1.0
98119	PA1947	PA4385	1.0
98121	PA3384	PA4385	1.0
98123	PA2032	PA4385	1.0
98125	PA0965	PA4385	1.0
98127	PA4385	PA5261	1.0
98131	PA2961	PA4946	1.0
98132	PA2961	PA4946	1.0
98135	PA0594	PA3648	1.0
98137	PA0009	PA2126	1.0
98139	PA1760	PA2126	1.0
98143	PA0594	PA3648	1.0
98145	PA0594	PA3648	1.0
98147	PA0594	PA3648	1.0
98149	PA0404	PA5493	1.0
98151	PA0594	PA3648	1.0
98153	PA0594	PA3648	1.0
98155	PA3804	PA4002	1.0
98157	PA3030	PA3030	1.0
98159	PA3030	PA4258	1.0
98161	PA4269	PA4433	1.0
98163	PA3030	PA4258	1.0
98165	PA2959	PA4277	1.0
98166	PA2959	PA4265	1.0
98169	PA0972	PA0972	1.0
98171	PA5384	PA5384	1.0
98173	PA4271	PA4566	1.0
98175	PA4271	PA4566	1.5
98177	PA4271	PA4566	1.0
98181	PA2620	PA4271	1.0
98183	PA2620	PA4271	1.5
98185	PA0393	PA3168	1.5
98186	PA3823	PA4271	1.0
98188	PA3823	PA4271	1.5
98190	PA1507	PA4271	1.5
98192	PA1507	PA4271	1.0
98194	PA3272	PA3337	1.0
98196	PA3272	PA3337	1.5
98198	PA2620	PA4271	1.0
98200	PA3989	PA4271	1.0
98201	PA3823	PA4271	1.0
98204	PA4267	PA5567	1.0
98206	PA4271	PA4566	1.0
98208	PA1095	PA3168	1.0
98209	PA3168	PA5157	1.0
98211	PA3168	PA5157	1.0
98213	PA3168	PA5157	1.0
98215	PA3168	PA5157	1.0
98217	PA3168	PA5157	1.0
98219	PA3168	PA5157	1.0
98221	PA3168	PA5157	1.0
98223	PA3168	PA5157	1.0
98225	PA3168	PA3849	1.0
98227	PA2338	PA3811	1.0
98230	PA2338	PA3482	1.5
98232	PA3636	PA4568	1.5
98234	PA3636	PA4432	1.5
98236	PA3636	PA4277	1.0
98237	PA3636	PA4265	1.0
98240	PA3636	PA4248	1.0
98242	PA3636	PA4433	1.0
98244	PA3636	PA4568	1.0
98246	PA3636	PA4239	1.0
98248	PA3636	PA4432	1.0
98251	PA3620	PA3620	0.5
98253	PA3620	PA3620	1.0
98255	PA3435	PA3618	1.0
98257	PA3435	PA3618	1.5
98259	PA3673	PA4043	1.0
98261	PA3673	PA4043	1.5
98263	PA4232	PA5065	1.0
98265	PA4232	PA5065	1.5
98267	PA4232	PA4238	1.5
98269	PA4232	PA4238	1.0
98271	PA3563	PA4232	1.5
98273	PA4043	PA5239	1.5
98275	PA4043	PA5239	1.0
98277	PA4232	PA4277	1.5
98278	PA4232	PA4265	1.5
98281	PA3832	PA4232	1.5
98283	PA4232	PA4316	1.5
98285	PA4232	PA5065	1.0
98287	PA3620	PA3620	1.0
98289	PA3620	PA3620	1.0
98291	PA3620	PA3620	1.0
98293	PA3620	PA3620	1.0
98295	PA3620	PA3620	1.0
98297	PA3620	PA3620	1.0
98299	PA3620	PA3620	1.0
98301	PA4232	PA4316	1.0
98303	PA4232	PA4316	1.0
98305	PA4043	PA5315	1.0
98307	PA4043	PA4264	1.0
98309	PA3832	PA4232	1.0
98311	PA4232	PA4238	1.0
98313	PA4232	PA4264	1.0
98315	PA0579	PA4232	1.0
98317	PA4232	PA4277	1.0
98318	PA4232	PA4265	1.0
98321	PA3620	PA3620	1.0
98323	PA3620	PA3620	1.0
98325	PA3832	PA4232	1.0
98327	PA3832	PA4232	1.0
98329	PA3620	PA3620	1.0
98331	PA3620	PA3620	1.0
98333	PA3832	PA4232	1.0
98335	PA3620	PA3620	1.5
98337	PA4232	PA4316	1.0
98339	PA4232	PA4316	1.0
98341	PA4232	PA4316	1.0
98343	PA4232	PA4316	1.0
98345	PA4232	PA4316	1.0
98347	PA3673	PA4271	1.0
98349	PA3673	PA4258	1.0
98351	PA3673	PA4432	1.0
98353	PA3673	PA4264	1.0
98357	PA0350	PA1115	1.5
98358	PA0350	PA1689	1.5
98360	PA0350	PA1115	1.0
98361	PA0350	PA1689	1.0
98363	PA0350	PA1115	1.0
98364	PA0350	PA1689	1.0
98366	PA0009	PA4433	1.0
98368	PA0009	PA4258	1.0
98370	PA0009	PA4568	1.0
98372	PA3562	PA3948	1.0
98374	PA0376	PA3746	1.0
98376	PA0376	PA3746	1.0
98378	PA0376	PA3746	1.0
98380	PA0376	PA3746	1.0
98382	PA0376	PA4403	1.0
98384	PA0376	PA3746	1.0
98386	PA0376	PA3746	1.0
98388	PA0376	PA3746	1.0
98390	PA0376	PA3746	1.0
98392	PA0376	PA4403	1.0
98394	PA3179	PA4928	1.5
98396	PA3179	PA4928	1.0
98401	PA1816	PA4433	1.0
98403	PA1816	PA1816	1.0
98407	PA0967	PA0967	1.0
98409	PA0967	PA0967	1.0
98411	PA0967	PA0967	1.0
98413	PA0967	PA0967	1.0
98415	PA0967	PA0967	1.0
98417	PA0967	PA0967	1.0
98419	PA0967	PA0967	1.0
98421	PA0967	PA0967	1.0
98423	PA4761	PA5550	1.0
98425	PA4247	PA5550	1.0
98427	PA0175	PA0967	1.0
98429	PA3822	PA3822	1.0
98431	PA1815	PA4753	1.5
98433	PA1815	PA4753	1.0
98435	PA4403	PA5303	1.0
98437	PA4403	PA5303	1.5
98439	PA3657	PA4753	1.0
98441	PA4052	PA4239	1.0
98443	PA1815	PA4753	1.0
98445	PA1217	PA1588	1.5
98447	PA3628	PA4261	1.5
98449	PA3628	PA4261	1.0
98451	PA0066	PA3983	1.5
98453	PA2540	PA3554	1.0
98455	PA2540	PA3554	1.0
98457	PA2540	PA3554	1.0
98459	PA3800	PA4771	1.0
98461	PA3640	PA4262	1.0
98463	PA3673	PA4262	1.0
98465	PA4031	PA4262	1.0
98467	PA4262	PA4672	1.0
98469	PA4053	PA4262	1.0
98471	PA4262	PA4462	1.0
98473	PA4270	PA5335	1.0
98477	PA1065	PA4433	1.0
98479	PA1065	PA4433	1.5
98482	PA4265	PA4270	1.0
98488	PA2951	PA4807	1.5
98490	PA2741	PA4807	1.0
98492	PA2741	PA4807	1.5
98494	PA4568	PA4807	1.5
98496	PA4568	PA4807	1.0
98498	PA2389	PA2389	1.0
98500	PA2389	PA2389	1.0
98502	PA2741	PA4807	1.0
98504	PA4568	PA4807	1.0
98506	PA2389	PA2389	1.0
98508	PA2389	PA2389	1.0
98510	PA2389	PA2389	1.0
98512	PA2545	PA4461	1.5
98514	PA2545	PA4461	1.0
98516	PA0773	PA3700	1.5
98518	PA0773	PA3700	1.0
98520	PA1850	PA3700	1.0
98522	PA1850	PA3700	1.5
98524	PA0773	PA3700	1.0
98526	PA1850	PA3700	1.0
98529	PA2545	PA4461	1.0
98531	PA4646	PA4646	1.0
98533	PA4646	PA4646	1.0
98535	PA1580	PA1580	1.0
98537	PA1580	PA1580	1.0
98539	PA1580	PA1580	1.0
98541	PA1580	PA1580	1.0
98543	PA1580	PA1580	1.0
98545	PA1580	PA1580	1.0
98547	PA2809	PA2809	1.0
98549	PA2809	PA2809	1.0
98551	PA4444	PA5356	1.0
98553	PA2809	PA2809	1.0
98555	PA2809	PA2809	1.0
98557	PA2809	PA2809	1.0
98559	PA4444	PA4700	1.0
98561	PA4444	PA4700	1.0
98563	PA2713	PA2713	1.0
98565	PA1321	PA2966	1.0
98567	PA1321	PA2966	1.5
98569	PA1583	PA4980	1.0
98572	PA3468	PA3468	1.0
98574	PA3468	PA3468	1.0
98576	PA3468	PA3468	1.0
98578	PA4271	PA4412	1.0
98580	PA3468	PA3468	1.0
98582	PA3468	PA3468	1.0
98584	PA0009	PA4568	1.5
98586	PA0009	PA4568	1.0
98588	PA0009	PA4433	1.0
98590	PA0009	PA4433	1.5
98592	PA4764	PA4920	1.0
98594	PA0947	PA2118	1.0
98596	PA0947	PA2118	1.0
98598	PA0947	PA2118	1.0
98600	PA4256	PA4457	1.0
98602	PA4256	PA4457	1.5
98604	PA4054	PA5518	1.5
98605	PA4054	PA5518	1.0
98609	PA3007	PA4246	1.0
98611	PA4054	PA5518	1.0
98612	PA3007	PA4246	1.0
98614	PA3007	PA4246	1.0
98616	PA4054	PA4054	1.0
98617	PA1850	PA3007	1.0
98620	PA3980	PA4760	1.0
98622	PA4670	PA4760	1.0
98624	PA4670	PA4760	1.5
98626	PA4670	PA4760	1.0
98628	PA4670	PA4760	1.0
98630	PA4258	PA4760	1.0
98632	PA1760	PA4760	1.0
98634	PA1760	PA4760	1.5
98636	PA1760	PA4760	1.0
98638	PA4272	PA4760	1.0
98640	PA4738	PA4760	1.0
98642	PA4760	PA5334	1.5
98644	PA4760	PA5334	1.0
98646	PA4760	PA5334	1.0
98648	PA1760	PA4760	1.0
98650	PA5070	PA5070	1.0
98652	PA5070	PA5070	1.0
98654	PA5070	PA5070	1.0
98656	PA0835	PA1175	1.0
98658	PA0835	PA1175	1.5
98660	PA0835	PA1175	1.0
98664	PA0835	PA1175	1.0
98666	PA0835	PA1175	1.0
98668	PA4228	PA5297	1.0
98670	PA0500	PA1001	1.0
98672	PA4667	PA4907	1.0
98674	PA4667	PA4907	1.5
98676	PA2615	PA4967	1.0
98678	PA3083	PA3083	1.0
98680	PA0767	PA1773	1.0
98682	PA0767	PA1773	1.5
98684	PA0767	PA1773	1.0
98686	PA0767	PA4258	1.0
98688	PA0767	PA1773	1.0
98690	PA4433	PA4727	1.0
98692	PA4433	PA4727	1.5
98694	PA1101	PA1583	1.0
98695	PA0559	PA3376	1.0
98697	PA0456	PA4944	1.0
98699	PA0456	PA4944	1.5
98701	PA0001	PA4250	1.0
98703	PA0001	PA4250	1.5
98705	PA0375	PA2966	1.0
98707	PA0375	PA2966	1.5
98709	PA0375	PA4271	1.0
98711	PA0375	PA4271	1.5
98713	PA0375	PA4250	1.5
98715	PA0375	PA4250	1.0
98717	PA4271	PA4944	1.0
98719	PA4271	PA4944	1.5
98721	PA2741	PA4944	1.5
98723	PA2741	PA4944	1.0
98725	PA0552	PA4944	1.5
98727	PA0552	PA4944	1.0
98729	PA1803	PA4944	1.5
98731	PA1803	PA4944	1.0
98733	PA0375	PA5133	1.0
98735	PA0375	PA5133	1.0
98737	PA4277	PA4944	1.0
98738	PA4265	PA4944	1.0
98741	PA0456	PA4944	1.0
98743	PA0001	PA4250	1.0
98745	PA3972	PA4944	1.0
98747	PA4761	PA4944	1.0
98749	PA1803	PA4944	1.0
98751	PA2741	PA4944	1.0
98753	PA4246	PA4944	1.0
98755	PA4271	PA4944	1.0
98757	PA0552	PA4944	1.0
98759	PA0375	PA5133	1.0
98761	PA0375	PA5133	1.0
98770	PA4432	PA5035	1.0
98772	PA4432	PA5035	1.5
98774	PA4432	PA5338	1.0
98776	PA4432	PA5338	1.5
98778	PA1815	PA4432	1.5
98780	PA1815	PA4432	1.0
98782	PA1815	PA4432	1.0
98784	PA4432	PA5338	1.0
98786	PA1772	PA3179	1.5
98788	PA2620	PA2620	1.0
98790	PA2620	PA2620	1.0
98792	PA2620	PA2620	1.0
98794	PA2620	PA2620	1.0
98796	PA2620	PA2620	1.0
98798	PA2620	PA4267	1.0
98800	PA1772	PA1772	1.0
98802	PA4695	PA4695	1.0
98804	PA4474	PA4601	1.0
98806	PA4474	PA4601	1.5
98810	PA3806	PA4265	1.0
98811	PA3806	PA4265	1.5
98812	PA3806	PA4265	1.0
98813	PA2586	PA4277	1.5
98814	PA2586	PA4265	1.5
98817	PA2586	PA4277	1.0
98818	PA2586	PA4265	1.0
98821	PA3539	PA4277	1.0
98822	PA3539	PA4265	1.0
98825	PA3539	PA4277	1.5
98826	PA3539	PA4265	1.5
98829	PA4265	PA5035	1.0
98830	PA4265	PA5035	1.5
98831	PA2987	PA4265	1.0
98832	PA2987	PA4265	1.5
98833	PA1803	PA4265	1.0
98834	PA1803	PA4265	1.5
98835	PA4277	PA5045	1.5
98836	PA4265	PA5045	1.5
98839	PA4277	PA5045	1.0
98840	PA4265	PA5045	1.0
98843	PA4277	PA4538	1.5
98844	PA4265	PA4538	1.5
98847	PA3049	PA4277	1.5
98848	PA3049	PA4265	1.5
98851	PA3049	PA4277	1.0
98852	PA3049	PA4265	1.0
98855	PA4277	PA5297	1.5
98856	PA4265	PA5297	1.5
98859	PA4277	PA5297	1.0
98860	PA4265	PA5297	1.0
98863	PA4277	PA4952	1.0
98864	PA4265	PA4952	1.0
98867	PA1017	PA4277	1.0
98868	PA1017	PA4265	1.0
98869	PA2586	PA4277	1.0
98870	PA2586	PA4265	1.0
98873	PA1803	PA4265	1.0
98874	PA4265	PA4385	1.0
98875	PA0903	PA4277	1.0
98876	PA0903	PA4265	1.0
98879	PA4265	PA4760	1.5
98880	PA4265	PA4760	1.0
98881	PA4265	PA4760	1.5
98882	PA4265	PA4760	1.0
98883	PA0001	PA4265	1.5
98884	PA0001	PA4265	1.0
98885	PA0001	PA4265	1.0
98886	PA4265	PA4931	1.5
98887	PA4265	PA4931	1.0
98888	PA4265	PA4931	1.0
98889	PA0374	PA4277	1.0
98890	PA0374	PA4265	1.0
98893	PA1505	PA4277	1.0
98894	PA1505	PA4265	1.0
98897	PA4277	PA4745	1.0
98898	PA4265	PA4745	1.0
98901	PA3725	PA4277	1.0
98902	PA3725	PA4265	1.0
98905	PA2976	PA4277	1.0
98906	PA2976	PA4265	1.0
98909	PA2976	PA4277	1.5
98910	PA2976	PA4265	1.5
98913	PA2976	PA4277	1.0
98914	PA2976	PA4265	1.0
98917	PA4277	PA5050	1.0
98918	PA4265	PA5050	1.0
98921	PA2959	PA4277	1.0
98922	PA2959	PA4265	1.0
98925	PA4277	PA4946	1.0
98926	PA4265	PA4946	1.0
98928	PA0837	PA3372	1.0
98930	PA3204	PA3204	1.0
98932	PA3204	PA3204	1.0
98934	PA3204	PA3204	1.0
98936	PA3204	PA3204	1.0
98938	PA1005	PA4907	1.0
98940	PA1005	PA4907	1.5
98942	PA1482	PA2609	1.5
98944	PA1482	PA2609	1.0
98946	PA2609	PA4760	1.5
98948	PA2609	PA4760	1.0
